name,lat,lng,category
Gankhu Sitala Devi Temple गाँखु सितलता देबी मन्दिर,27.6866419,85.3958752,Hindu temple
"Panch Kanya Devi Temple, Gankhu Dharmapur",27.6868836,85.3986114,Hindu temple
HEAVEN 😘🫶,27.7013339,85.3787125,Hindu temple
"विष्ट गाउँ बस स्टप, कागेश्वरी मनोहरा -७",27.6991817,85.3831397,Hindu temple
Gankhu Shiva Mandir गाँखु शिब मन्दिर,27.6880972,85.3988555,Hindu temple
Lakhe Mandir लाखे मन्दिर,27.6914656,85.4609134,Hindu temple
Siddhi binayak mandir,27.6956298,85.4667723,Hindu temple
Siddhi binayak mandir,27.6908826,85.4603835,Hindu temple
Manikarnika Dham,27.6905554,85.4681765,Hindu temple
Brhamayani mandir maskey tole,27.6902009,85.4572043,Hindu temple
Shree Sheta Ganesh Temple,27.6940736,85.4585095,Hindu temple
Sipadol,27.6565274,85.43242,Hindu temple
Shiva Parbati Mandir,27.6560887,85.4227675,Hindu temple
radha Krishna temple,27.6557812,85.4318852,Hindu temple
Parti jagaa,27.6636924,85.4275106,Hindu temple
Shree Radha Krishna Mandir,27.6569431,85.4233516,Hindu temple
Nasika mandir,27.6862966,85.4749252,Hindu temple
mahadev Mandir,27.6859326,85.4743082,Hindu temple
Shiva Temple,27.6908768,85.4682765,Hindu temple
Hanuman mandir,27.6846123,85.4691141,Hindu temple
Rikheshwor Mahadev Mandir,27.7088145,85.4417082,Hindu temple
Ganesh Mandir,27.7080632,85.4394265,Hindu temple
पाटी,27.7068037,85.4401223,Hindu temple
पुरी कुल देवता मन्दिर,27.705197,85.4516474,Hindu temple
Shree Begh Ganesh Mandir,27.7057281,85.4513726,Hindu temple
Ganesh temple,27.701993,85.4542049,Hindu temple
Kuldevta ko mandir,27.7023803,85.4441926,Hindu temple
Ganesh Mandir,27.7013129,85.443663,Hindu temple
"Bishownath Mahadev Temple, ratopul, balkot",27.6669561,85.3623917,Hindu temple
Mahadev temple,27.6675543,85.4240147,Hindu temple
Narayan temple,27.6676933,85.4241881,Hindu temple
Barahi Homes,27.6670276,85.4241368,Hindu temple
krishna mandir,27.6865852,85.4581859,Hindu temple
"Hanuman Mandir- Near Birendra Chowk, Kadaghari",27.6982296,85.3701613,Hindu temple
Khadka kul deuta mandir,27.6996114,85.3688618,Hindu temple
namuna marga kageshwori,27.6984446,85.3663199,Hindu temple
Khada mandir,27.6972097,85.3684895,Hindu temple
Kali Mandir,27.6948101,85.3708881,Hindu temple
KALI MANDIR ROAD,27.6952647,85.3706337,Hindu temple
Durga Temple Balkot mama,27.6691011,85.3624419,Hindu temple
Durga Mandir ( hanumante khola ),27.6690684,85.3622958,Hindu temple
Pathibhara Mandir,27.700312,85.3658385,Hindu temple
Ganesh mandir,27.7004262,85.3703666,Hindu temple
Gyanu Raj Niwas,27.6809682,85.4153823,Hindu temple
Barud khana chwok,27.6817387,85.4112572,Hindu temple
Swaka Ajima Mandir,27.6507868,85.4272744,Hindu temple
Char Narayan Temple,27.6926218,85.4148766,Hindu temple
Ganesh Temple,27.6922302,85.4154413,Hindu temple
Shree Tripura Sundari Bhadrashree Devi Mateshwor Mahadev Mandir,27.6927172,85.4152893,Hindu temple
Shree Dukhhareshwor mahadev,27.6933095,85.415275,Hindu temple
Nageshwor Shiva Temple,27.7080522,85.4028431,Hindu temple
Daaneshorii mahadap,27.6738903,85.4440191,Hindu temple
chundevi mandir,27.6526664,85.4316609,Hindu temple
Gwansa Ganesh Mandir,27.6759083,85.4476808,Hindu temple
Ganesh temple,27.6729781,85.4783754,Hindu temple
Shree Siddi Ganesh Temple,27.6677803,85.3879677,Hindu temple
Brahmanagar Mandir,27.669701,85.383053,Hindu temple
Hanumante corridor radha krishna temple,27.6714379,85.3840551,Hindu temple
Hanumante corridor sita ram temple,27.6713476,85.38432,Hindu temple
गाँखु थापाडाेल आईतबारे पुजा स्थल,27.6847241,85.3983621,Hindu temple
Gankhu Ganesh temple,27.6852454,85.3966895,Hindu temple
NARAN MANDIR,27.6758263,85.3853146,Hindu temple
Ganesh temple,27.6735639,85.3854156,Hindu temple
Devi Than,27.6755395,85.3822253,Hindu temple
Balkumari house satala,27.675996,85.38552,Hindu temple
𑐧𑐥𑑂𑐥𑐵 𑐩𑐴𑐵𑐡𑑂𑐫𑑅 Bappa Mahadev Mandir,27.674784,85.387441,Hindu temple
Thaswama Ganesh Temple,27.6760013,85.3854974,Hindu temple
Narayan Mandir,27.6713907,85.3858194,Hindu temple
Sree krishna temple,27.6757516,85.3854208,Hindu temple
Bankali Mandir,27.6736594,85.3858656,Hindu temple
"Shree Pithu Ganesh, TachhuTole -श्री पिथु गणेश, तछूटोल",27.6752211,85.384785,Hindu temple
𑐨𑐵𑑃𑐳𑐶𑐎𑑂𑐰 𑐡𑑂𑐫𑑅 Bhansikwo Dyo (Brahmayani),27.6761445,85.3865131,Hindu temple
𑐡𑐵𑐩𑑀𑐡𑐬 𑐣𑐵𑐬𑐵𑐫𑐞 Damodar Narayan,27.6753079,85.3853935,Hindu temple
Wamune Ganesh temple,27.6759149,85.3861812,Hindu temple
Bandevi Temple,27.6741302,85.3859841,Hindu temple
Shiva Temple,27.6713625,85.3858754,Hindu temple
Bhaju Bhairab,27.6976155,85.4557116,Hindu temple
"Narayan Sthan,Nagadesh",27.6850052,85.3871157,Hindu temple
"Chetrapal chowk, Bahakha Bazar",27.6843046,85.3875675,Hindu temple
Kisan Dega: (Krishna Temple),27.6762676,85.38586,Hindu temple
Saraswati temple,27.6764466,85.3856885,Hindu temple
Pipal rukh with temple architecture,27.6714803,85.4213613,Hindu temple
Inaga Ganedyo Temple,27.6715192,85.4216613,Hindu temple
SHREE BIR BHADRESWAR MAHADEV,27.6781678,85.3808068,Hindu temple
Damodar Narayan Mandir,27.6781329,85.3806774,Hindu temple
ग: महादेव,27.6734201,85.4404134,Hindu temple
यातु गणेश (कमल विनायक) Kamal Binayak temple,27.6771043,85.4389153,Hindu temple
ऋषेश्वर महादेब,27.6716168,85.4354264,Hindu temple
Narayan and shiva temple,27.6762343,85.4384151,Hindu temple
शरणेश्वर महादेव मन्दिर - Sharaneshwor Mahadev Temple,27.6734972,85.4404947,Hindu temple
Balkumari Mandir lalitapur,27.6743949,85.4374495,Hindu temple
Garuda (गरुड),27.6734577,85.4352283,Hindu temple
Nani ननि,27.6723639,85.4320874,Hindu temple
Narayan dyo Mandir,27.6747177,85.4318459,Hindu temple
Garud Kunda गरुड कुण्ड,27.6743948,85.4377176,Hindu temple
दुगु द्य:,27.677318,85.4388224,Hindu temple
Dhwakasi Ganesh Mandir,27.673524,85.437806,Hindu temple
Bhairabnath भैरवनाथ,27.6723953,85.4324002,Hindu temple
Chiva Dyo,27.6755228,85.4352083,Hindu temple
Garud Idol,27.6733697,85.4370895,Hindu temple
Shree Bhairav,27.6720505,85.4342707,Hindu temple
लिवाली गनेश,27.6690524,85.4397906,Hindu temple
Kumari Mandir,27.670495,85.430549,Hindu temple
चुंपिंग घाट,27.667761,85.4300817,Hindu temple
श्री कृष्ण मन्दिर,27.6694397,85.434402,Hindu temple
Uttargaya उत्तरगया,27.6690333,85.4345378,Hindu temple
Kasan Ganesh Temple,27.6792988,85.4293589,Hindu temple
"Krishna Pranami Temple, Suryabinayak-6",27.6626029,85.4160012,Hindu temple
"Om Shankata Temple, Bhaktapur",27.6670223,85.4086841,Hindu temple
CHUNDEVI Temple Bhaktapur,27.6653969,85.4162872,Hindu temple
Ganesh temple,27.6674745,85.4166474,Hindu temple
Rukmeshwar Shiva Temple,27.6717086,85.4191917,Hindu temple
Krishna Temple,27.6647747,85.418201,Hindu temple
Ina Ganesh Temple,27.6705932,85.4342513,Hindu temple
सितला माजु/नारायण/हनुमान,27.6694559,85.4345348,Hindu temple
Janaki temple,27.6697174,85.4343736,Hindu temple
Sita Ram Temple Compound,27.6697268,85.4344043,Hindu temple
bagale ganesh,27.6697008,85.438114,Hindu temple
Bhupateshwor Mahadev भुपतेश्वर महादेव,27.6694606,85.4341554,Hindu temple
Balmikeshwor Mahadev वाल्मीकेश्वर महादेव,27.66947,85.434548,Hindu temple
Chandeshwari Temple,27.6711851,85.4314333,Hindu temple
Pardesi Bhimsensthan Temple(Shree Gaye Bhindyoo),27.6683797,85.4316127,Hindu temple
"Sitaram Temple, Bhisinkhel",27.6684723,85.4314533,Hindu temple
Balmiki Hrishi Aashram वाल्मीकि ऋषि आश्रम,27.6696925,85.4344002,Hindu temple
Galashi Ganesh,27.6705654,85.4319412,Hindu temple
Jagati Ganesh Temple,27.6678605,85.4354692,Hindu temple
दुबेँकिगु फल्चा: महेस्वरी घाट,27.6709961,85.4366056,Hindu temple
Lakshmi Narayan Temple,27.6696985,85.434363,Hindu temple
Baraha Dev Temple,27.6684412,85.4313814,Hindu temple
Hanumanghat,27.6701145,85.4347273,Hindu temple
Ranjitkar ta Guthighar,27.670203,85.4326575,Hindu temple
Ganesh Ranjit,27.6694843,85.4341712,Hindu temple
Laxmi Temple,27.6685125,85.4314653,Hindu temple
Pancha Kumari पञ्चकुमारी,27.671121,85.4341983,Hindu temple
Siddhi Laxmi Devi,27.6694269,85.434476,Hindu temple
नवदुर्गा देवता,27.6694896,85.4345579,Hindu temple
Garud Temple,27.6696943,85.4343666,Hindu temple
Ram Mandir,27.6694792,85.4345527,Hindu temple
Radha Krishna Mandir,27.6694879,85.4345678,Hindu temple
Thusa Ganesh Temple,27.6688639,85.4370465,Hindu temple
Dakshinkali mandir,27.6699542,85.4388846,Hindu temple
Maheshwari Ghat महेश्वरी घाट,27.6710644,85.4361888,Hindu temple
लक्ष्मी मन्दिर,27.6710674,85.436188,Hindu temple
The Jai Shri Rameshwar,27.6694293,85.4342983,Hindu temple
Sani sankata temple,27.6716994,85.4078166,Hindu temple
Chonga Ganesh Temple,27.6742589,85.4109479,Hindu temple
Shiva Temple,27.6738886,85.4043731,Hindu temple
Ganesh temple,27.6692669,85.4075995,Hindu temple
Hriddhi Binayak,27.6676168,85.4151636,Hindu temple
Radha Krishna Temple,27.6648514,85.4181367,Hindu temple
Ganesh Temple,27.6737256,85.4052963,Hindu temple
Bramhapur ब्रम्हपुर (बलंपु),27.6703944,85.4266092,Hindu temple
Vatsala Mandir,27.6703894,85.4274434,Hindu temple
Kumveshwor Temple,27.677397,85.4069953,Hindu temple
Ram Janaki Temple/रामजानकी मन्दिर,27.6680856,85.4274775,Hindu temple
मङ्लेश्वर महादेव,27.670323,85.4274871,Hindu temple
बटुक भैरव,27.672191,85.4287874,Hindu temple
Chuma Ganesh Temple,27.6745275,85.4304524,Hindu temple
Mangal Tirtha मंगल तिर्थ,27.668336,85.4250359,Hindu temple
Barahi Ajima Dyo Chhen,27.670833,85.426007,Hindu temple
Swamala Ganesh Temple,27.6711876,85.4284239,Hindu temple
Mulakhu Ganesh Temple,27.6704728,85.4267575,Hindu temple
Jetha Ganesh जेठा गणेश,27.6697429,85.4276952,Hindu temple
मंगलेश्वर महाद्यः (𑐩𑑄𑐐𑐮𑐾𑐱𑑂𑐰𑐬 𑐩𑐴𑐵𑐡𑑂𑐫𑑅),27.6685107,85.4257033,Hindu temple
Krishna Mandir,27.6710093,85.4264172,Hindu temple
Ram Mandir राम मन्दिर,27.6681133,85.4274375,Hindu temple
Lakolachhen Ganesh,27.669677,85.4285841,Hindu temple
Siddhi Laxmi Devi,27.670083,85.4282786,Hindu temple
Jai Shri Ganesh Temple,27.6709821,85.4232972,Hindu temple
Makachowae Ganesh,27.6689231,85.4259635,Hindu temple
Shiva Temple,27.6703911,85.426609,Hindu temple
Gorakh Nath Temple,27.670127,85.4276951,Hindu temple
Sita Ram Temple,27.6709855,85.42331,Hindu temple
Bhulancha Ganesh,27.6667868,85.4271509,Hindu temple
Jay Praani Temple,27.6713042,85.4252005,Hindu temple
Sweta Bhairav,27.6707967,85.4282262,Hindu temple
"सर्वज्ञेश्वर महादेव मन्दिर चाँगुनारायण-2 ,भक्तपुर",27.6813588,85.4188605,Hindu temple
Til Madhav Narayan Temple,27.670664,85.4292708,Hindu temple
Bhairavnath Temple,27.6710168,85.4294856,Hindu temple
Bandhak Binayak,27.6708876,85.4290854,Hindu temple
Bhadrakali Temple,27.6690049,85.4304069,Hindu temple
Harsha Mahadev Temple,27.6679123,85.4301053,Hindu temple
Betal Temple बेताल मन्दिर,27.6710034,85.429725,Hindu temple
Shiva Temple Compound,27.6683815,85.4299399,Hindu temple
Bhailah dyah,27.6710322,85.4295048,Hindu temple
नासः द्यो (नृत्यश्वर महादेव),27.6704055,85.4275187,Hindu temple
Digudyo दिगुद्य: (कुथु सुब्या),27.6682173,85.4311714,Hindu temple
Tileshwor Mahadev temple,27.6707828,85.4291166,Hindu temple
"Kulmanani, Bhaktapur-5",27.6704159,85.4299772,Hindu temple
Ganesh Paati गणेश पाटी,27.6705614,85.4319372,Hindu temple
Champakeshor Mahadev Temple,27.665937,85.4299043,Hindu temple
जोर गणेश,27.6713309,85.4291395,Hindu temple
Jai Shree Kul Devata,27.6694943,85.4345603,Hindu temple
Chandi bhairab,27.6708328,85.4307381,Hindu temple
Bhagwati Mata,27.6705464,85.4306157,Hindu temple
Bhadrakali Deity Home,27.6699561,85.4293775,Hindu temple
Bhairava Shrine,27.6699295,85.428893,Hindu temple
Kalancha khusi falcha,27.6668145,85.4306397,Hindu temple
Annapurna Batsala Mandir,27.671632,85.4284909,Hindu temple
Tribikram Narayan temple,27.6715882,85.4282773,Hindu temple
Ganesh temple,27.6714738,85.4246653,Hindu temple
Hanumante River Bridge,27.6687806,85.4317246,Tourist attraction
Bhaktapur Thulo Byasi,27.6753124,85.4299296,Tourist attraction
Agro Forest,27.673864,85.4272402,Tourist attraction
Gonga Pukhu,27.6768946,85.4352346,Tourist attraction
Gurju,27.6747017,85.4304646,Tourist attraction
Kolachhen,27.671798,85.4271344,Tourist attraction
Gaa Hiti Bhaktapur,27.670334,85.4290279,Tourist attraction
Yalachhen,27.67347,85.4293106,Tourist attraction
Bhaktapur Festival Dot Com,27.6724237,85.4272541,Tourist attraction
Nepal Durbar Buspark,27.6728442,85.4255966,Tourist attraction
クジャク窓の家,27.6718105,85.4271988,Tourist attraction
Golden Gate,27.6721136,85.4283739,Tourist attraction
55 Window Palace,27.6721559,85.4285784,Tourist attraction
Laamga Pukhu,27.6757494,85.4367025,Tourist attraction
National Art Museum,27.6721934,85.4281506,Tourist attraction
Statue of King Bhupatindra Malla,27.6720189,85.4283481,Tourist attraction
nepalvoagecanvas,27.679323,85.403056,Tourist attraction
View point,27.6753634,85.3790625,Tourist attraction
Sano bato,27.6846305,85.3870665,Tourist attraction
Thimi Pottery Square,27.6793234,85.3848428,Tourist attraction
केपी चोर हत्यारा निवास,27.6657494,85.3713039,Tourist attraction
Field of Green,27.6465218,85.4233727,Tourist attraction
Gankhu Khadi Chowk गाँखु खाँडी चाेक,27.6835973,85.3961237,Tourist attraction
Nagarpalika Chowk नगरपालिका चाेक,27.6836448,85.3896046,Tourist attraction
Gankhu Sitala Devi Chowk गाँखु सितला देबी चाेक,27.6872101,85.396072,Tourist attraction
Maligaun,27.6416332,85.4443431,Tourist attraction
"Nangkhel View Point, Maligaon",27.6409003,85.4457543,Tourist attraction
Chaulagain farm house,27.6441576,85.4623638,Tourist attraction
Palanse plotting bus stop,27.6490601,85.4631501,Tourist attraction
"Pipal bot, Chittapol",27.6539835,85.4701074,Tourist attraction
धाराकुलाे(तधचा) चाेक ताथली,27.6648553,85.4661089,Tourist attraction
Lancha Falchha (लान्चा फल्चा),27.6788038,85.4422778,Tourist attraction
Itacha Tole,27.669712,85.4479683,Tourist attraction
D3R,27.656332,85.426768,Tourist attraction
सूर्यविनायक गुण्डु भन्ज्याङ,27.6541884,85.4203541,Tourist attraction
Gundu Hill,27.6542184,85.4203474,Tourist attraction
Tribeni House,27.6616702,85.4195518,Tourist attraction
Plane Crash Hill Station,27.6469062,85.4223409,Tourist attraction
Vallée de Katmandou,27.708266,85.439281,Tourist attraction
Tyatal tole,27.7033423,85.4454183,Tourist attraction
Ghumti mode,27.6678719,85.3803469,Tourist attraction
Gundu Dummy Plane,27.6469429,85.4221869,Tourist attraction
रानिखोला दोभान,27.6367941,85.4180139,Tourist attraction
Ghyampe Danda,27.6412309,85.4213408,Tourist attraction
Pando Bazar Gate,27.6656077,85.4229605,Tourist attraction
Kali opi,27.685062,85.4714377,Tourist attraction
Ganesh Pathak House,27.6616963,85.4199568,Tourist attraction
Land sudal,27.6804088,85.4801395,Tourist attraction
"Helmet Dada, Tappa Danfo",27.682236,85.4534784,Tourist attraction
Nagbeli Tole,27.7145674,85.4088873,Tourist attraction
Kabir Agro farm,27.706682,85.4518794,Tourist attraction
Mulpani Chaur,27.7153415,85.4062618,Tourist attraction
mama harle speed checking hanne thau,27.6662839,85.4198042,Tourist attraction
Airport view point Hatti Danda,27.699936,85.3662734,Tourist attraction
Bhairav Temple Thimi,27.674649,85.3847335,Tourist attraction
Bhaktapur Way Sallaghari radhe radhe,27.6740738,85.4097761,Tourist attraction
Ticket counter - bakhtapur,27.6677582,85.4271816,Tourist attraction
Bharattaal,27.67681,85.4211517,Tourist attraction
