name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,imageUrl,url
Sipdol सिपडोल,Park,Park,"MC28+QC9, Anantalingeshwar, Nepal",Anantalingeshwar,27.6519139,85.4161239,5.0,1,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFxcNjeOTc1H0vC8LjEVHVitO-SM0q7lVnBVF29aOdQumY2KNHhQK7AkPOo0ua3HejkTkx2hLSBRI1jPDn4ITQa5EFf3VM2ZWaees6xtsR73RE8QLvge9lIcKRvniWAb4c-pIg56i-lnFt=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Sipdol%20%E0%A4%B8%E0%A4%BF%E0%A4%AA%E0%A4%A1%E0%A5%8B%E0%A4%B2&query_place_id=ChIJN4dGKAAR6zkR5oBfE2rwux8
सितलमाईको रूख,Park,Park,"MC38+3QG, Anantalingeshwar, Nepal",Anantalingeshwar,27.6526807,85.4169678,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cWGcYx19OFb-sK8kitScIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.91858&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=%E0%A4%B8%E0%A4%BF%E0%A4%A4%E0%A4%B2%E0%A4%AE%E0%A4%BE%E0%A4%88%E0%A4%95%E0%A5%8B%20%E0%A4%B0%E0%A5%82%E0%A4%96&query_place_id=ChIJ3cLGdwAR6zkRxo9aa4b1j5o
Tappa danfo,Park,Park,"MFJ3+RCJ, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6820777,85.4535139,4.5,2,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKg57RJosroNnFpaWXmOIAnZx6-bK1cy_5Yzqk9dKZRhuMUtpclNjHy5Pct2XzH9KgPV6-fTpvC5G7kxCZkOL0bw-Wzgepnnt4dQvfnuHnTThwRJrLYGLodK-_zEoKU7T3DO2EEA=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Tappa%20danfo&query_place_id=ChIJPVrxzTgF6zkRiAWCQPG5w7E
Baniya Danda Naya Basti,Park,Park,"Bhaktapur, Nepal",Bhaktapur,27.6843543,85.4622264,5.0,3,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxdxVjkETja9ngjESmDuto5ECuCfa7rm6nfrL1vtVG2yvLsXy64sQKYNw9ukdiUT3BDtFXCN5KmwcnjE7x44tbxTNX8y5c1zkYjQtLA-USrhdlfpV7Gtrf6AZ_558cCdXzFWe90Q=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Baniya%20Danda%20Naya%20Basti&query_place_id=ChIJ2_Ynl-MF6zkR6uV9Isb2GBw
Gurungtar (गुरुङटार),Park,Park,"MFRF+HGQ, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6916016,85.4739084,5.0,2,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxuk90I_8LG-f1k3Aw0ZT30I74bKNjoAIwzZma8oBKFG3AaouJmQ6N7v07BkAvu6JGY0Amg95uoKY6hknzi95JUI6P7E9ODi5h2EGNfKbVLpRaJ1ofVN5DOuh9MGR54qgzWl98dUg=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Gurungtar%20(%E0%A4%97%E0%A5%81%E0%A4%B0%E0%A5%81%E0%A4%99%E0%A4%9F%E0%A4%BE%E0%A4%B0)&query_place_id=ChIJbSrSFwAF6zkRw-s7XJcom1Y
गाँखु पार्क Gankhu park,Park,Park,"M9MW+VPC, height 44811, Nepal",height,27.6846886,85.3967812,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n2Q-Xh94c35ZFvTPWQW-fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.28159&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=%E0%A4%97%E0%A4%BE%E0%A4%81%E0%A4%96%E0%A5%81%20%E0%A4%AA%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%95%20Gankhu%20park&query_place_id=ChIJRxHWSk4b6zkRyBm18YijUig
Kamerotar Big ground,Park,Park,"M9JQ+CP9, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6810332,85.3893729,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KcsXDsqfXafPtmAeG-1TRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.33862&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Kamerotar%20Big%20ground&query_place_id=ChIJN-ZJbAAb6zkRmGSthSn2imc
prem love dada,Park,Park,"M9HM+WG3, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6797515,85.3838056,0.0,0,0,0,0,0,0,0.0,,https://www.google.com/maps/search/?api=1&query=prem%20love%20dada&query_place_id=ChIJeViw-Dcb6zkRqvPtChSJwQo
B.p. children park madhyapur thimi - 1 lokanthali Bhaktapur,Park,Park,"M9HJ+78F, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6781812,85.3807886,0.0,0,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzW2X8BmvCaNLwkLkm3xdGbfx9pqsNxGVY80Wv8KhsY20nRQLakDOJiuaOct_vF6eRF8sSlTS2KrpUUPPoICWEagGSqpoVhJaJzHI--qiyqegXK70Z-XGcodB9CWI1T_FLU2IyY=w408-h905-k-no,https://www.google.com/maps/search/?api=1&query=B.p.%20children%20park%20madhyapur%20thimi%20-%201%20lokanthali%20Bhaktapur&query_place_id=ChIJp90wJxYb6zkR3eS8OodCoFA
Shanti yog kendra (Jalkhu Taa:),Park,Park,"M9HQ+X8C, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6796767,85.3881793,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LeGY_sRiG-eqruKuX3wz3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.67539&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Shanti%20yog%20kendra%20(Jalkhu%20Taa%3A)&query_place_id=ChIJx-pw544b6zkR_NV_5_hYmK4
Namuna Bishram chwok,Park,Park,"M9GJ+W75, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6776043,85.3809266,4.5,2,0,0,0,1,1,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxkmDXHbrS9zThlL6h-408I9f4mcnFCKeVsZ60YqiXm6eZmkuEYjI6O_0uK1Lrii3Z1wefIg1n90mYiyPrMHKMzfNcksbuaOKj3CQUmAgzODEtW9Axdg4vSxUCUHpTS-kmZawPWFm9b1Xbu=w408-h725-k-no,https://www.google.com/maps/search/?api=1&query=Namuna%20Bishram%20chwok&query_place_id=ChIJf7oQPAAb6zkR8UvczVdkOAY
Kunauta,Park,Park,"MFV2+RMG, Chhaling Road, Changunarayan, Nepal",Changunarayan,27.6948312,85.4515733,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lkA6i4yEwkBTbWBWH_8M8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.89682&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Kunauta&query_place_id=ChIJm3sXbgAF6zkRwsl9oHRr53A
Bachamari loha hiti ( bachamari dhungedhara),Park,Park,"MC7V+673, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6630143,85.4431778,5.0,2,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxUi9rPXyrGoKk2oEB-v3j67OMpMxRCmTGppGFwpH5Ijoh7n4HAbIwUdVpPBxGAZR_3H8x5taxTrVD9B3PNMhIb3h9SztP6XM5ESZWIa1MwdiO3sxbQ_kwOjUVVrpuUT9h_2-hi=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Bachamari%20loha%20hiti%20(%20bachamari%20dhungedhara)&query_place_id=ChIJ2xBKcRgF6zkRugQBTLrjnKU
Hadibel ko bot,Park,Park,"JCQ8+6FV, Ghyampe Danda Sadak, Anantalingeshwar, Nepal",Anantalingeshwar,27.6382955,85.4162087,5.0,1,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ffBhGpdrvMVj307RiVn3fg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.83008&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Hadibel%20ko%20bot&query_place_id=ChIJdcKnNQAR6zkRz58rMTTa21I
Pokhari,Park,Park,"JCP9+9C3, Ghyampe Danda Sadak, Anantalingeshwar, Nepal",Anantalingeshwar,27.6352828,85.4171069,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NhrmOIIhF43ptRL4X6bDsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.88446&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Pokhari&query_place_id=ChIJZ15daQAR6zkRHavHFnBje9A
NZG Ghyampedada,Park,Park,"Ranikot Rd, Suryabinayak, Nepal",Suryabinayak,27.634471,85.4291682,4.4,36,0,0,6,10,20,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwC0ZtmecM7sMChDsG0MaAxDxSHuEfB2A-rzjz9w35Pdhs0-4xBNRz4uptehTZsIU9Kd2_ToZM2dEpnDkJn5anuLDS2VhczRcBouFKWeTjhlD1-MByI1pbGohu8rnr3TtXc7KM7eQ=w520-h240-k-no,https://www.google.com/maps/search/?api=1&query=NZG%20Ghyampedada&query_place_id=ChIJQzocUxkR6zkRMt3lo1g8qcs
Baagh bagaicha,Park,Park,"M9XG+77F, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6981947,85.3756685,5.0,2,0,0,0,0,0,120.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-QSqOUOb4CzhkHeHDlYmXA5xcveHtQLrnaox6y9e1txstUoRIpY8p11anmHbbY-OO1aKOLny8arwOaahAOXhG4-s_v73752OP4WRt7MXyocjfdmqOWJFxPRudF7vQNlyB6ICXAQ=w408-h883-k-no,https://www.google.com/maps/search/?api=1&query=Baagh%20bagaicha&query_place_id=ChIJB0QKJgAb6zkRHY7PlFF9aag
अर्जुन चौतारी,Park,Park,"Unnamed Road, Kathmandu 44600, Nepal",Kageshwori Manohara,27.6976861,85.3754348,4.0,2,0,0,0,0,0,168.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XUO0BXdfikW-plWyoVba0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.41498&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=%E0%A4%85%E0%A4%B0%E0%A5%8D%E0%A4%9C%E0%A5%81%E0%A4%A8%20%E0%A4%9A%E0%A5%8C%E0%A4%A4%E0%A4%BE%E0%A4%B0%E0%A5%80&query_place_id=ChIJNet9OLwb6zkRsMSy9z5o2Jw
Pipal bot,Park,Park,"MFRC+F5P, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6912207,85.4704671,5.0,1,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5lRwaOpnRyspFNpygI_VBJ7sObSbpa4iWoj9iwHAeBlX_yqBnXvYC81B1wm3Z-ue-ezEAhL6s18htivgpqOurXWucYcg0XiNg1b-0VUTe-S3VhTBDBsuzg0sG5cUQLqoPgAst9WYq_kbo=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Pipal%20bot&query_place_id=ChIJGbMFLAAF6zkRaksWSWj1a2c
Bhanjyang,Park,Park,"MFQC+JC7, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6890461,85.4710535,5.0,1,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9hAubuFpBGa-9aKfn0EDCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.823124&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Bhanjyang&query_place_id=ChIJpSMfcd0F6zkRI8vbdI8lCUs
Thulo Dhunga,Park,Park,"MFP8+WM9, Dandagaun, Nepal",Dandagaun,27.6872781,85.4667238,5.0,1,0,0,0,0,1,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gX6Ms6kcPRbQb2qfvyuZtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.82005&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Thulo%20Dhunga&query_place_id=ChIJTybVbQAF6zkRVa8Aa_9_opM
Poudeldada,Park,Park,"Changunarayan 44600, Nepal",Changunarayan,27.7086301,85.4413903,5.0,4,0,0,0,0,0,168.0,https://lh3.googleusercontent.com/p/AF1QipO4sSb2rEbq_E9n6zDF99hsvVNV74fWD-hNnmf-=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Poudeldada&query_place_id=ChIJUV0-Q0UF6zkRawQ3GWScrkU
बर पिपल,Park,Park,"PC4Q+GW8 Ghumti Ghar Bus Stop, Changunarayan Rd, Changunarayan 44600, Nepal",Changunarayan,27.7062849,85.4398149,4.4,5,0,0,0,0,0,168.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhpeTrzuaXBVsG-d8TACDcedfo5PsO5g98XpGnUBSAeFZZSGunNKZGtn0_s1y7sZ4YVaFRm-vapAVFj6pc5oOmYsygF5xDAtreUBsNboT3APVf2AO2uyIa8vEGYx4T3jT3P_0=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=%E0%A4%AC%E0%A4%B0%20%E0%A4%AA%E0%A4%BF%E0%A4%AA%E0%A4%B2&query_place_id=ChIJf-UPy18F6zkR5IpPIy8imdA
Sunset Point,Park,Park,"PC5R+782, Changunarayan 44600, Nepal",Changunarayan,27.7085479,85.4410882,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q3A19rcV_257TSylZTr1ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.73814&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Sunset%20Point&query_place_id=ChIJ6aNsbAAF6zkRvfytBsKYWnA
Huchidhunga Pakha,Park,Park,"PC5R+782, Changunarayan 44600, Nepal",Changunarayan,27.7081258,85.4410507,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=npBAuWLqjxDOJF3N6hjJhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.31906&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Huchidhunga%20Pakha&query_place_id=ChIJa7glGQAF6zkRhwZ-PNHf8pE
Simko Chowr,Park,Park,"PF32+F9, Changunarayan, Nepal",Changunarayan,27.703578,85.4512803,0.0,0,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz6TKFi9JYTvtT7qjNEqyNCF3JgtIn7m8C4bJ4M1VJni3Y78HlF5FTFBJL3QUdfSUivV4nqvJ7u0mAkQq9Kzrml5J88y8jyqCGzv3Lb2d3YLTlkhJnRUibT36x0lBmIE6dahVE=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Simko%20Chowr&query_place_id=ChIJ-fPHCAAF6zkRp9mnGYtMYj4
Indra dhara,Park,Park,"MFQ4+HP9, Bansbari Bus Stop, Changunarayan, Nepal",Changunarayan,27.6889125,85.4568526,4.5,2,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pCKym2KUDRpbwJy3rUI2ag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=212.93549&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Indra%20dhara&query_place_id=ChIJsVrioZUF6zkRYjKcJUIK_NE
Kage dada,Park,Park,"M9FM+PJ3, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6741123,85.384248,5.0,1,0,0,0,0,1,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxK8mkFJSbm-L_K314rO3jwlLvSG-hDFK99EUwZ2vOyPt72ZAjv2mQyGzEi8GPzHp7p_Eaw1e6uaTuo97ElBj5e5QT5DWom81NFQH3tVyPRAZGJW9RI1HZ7ZaWt69MH6PFeQ6-waw=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Kage%20dada&query_place_id=ChIJLTRP-m0b6zkRQ34hL5oaHhI
Oli room,Park,Park,"M9FP+65P, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6730792,85.3854649,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CZ4uUzjnk89P552lbFBYKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.63766&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Oli%20room&query_place_id=ChIJcRZ0FwAb6zkRRzCw-fnLkiU
हात्तिडाँडा प्रवेश द्वार,Park,Park,"M9X9+X3H, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.699931,85.3678539,4.4,5,0,1,0,0,4,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKQd2gFVsweoDm3rHoNi-G2LBPZttOyVZJD0YthKjmD_ctu-fRxcnoOKSf2hQKpGBQXOM6sFGsNqv4R04b1VrmG03Pd5zYroEj-WeM03bnD1KN_VmTSGqEqg3s9YANbcm7hvw=w408-h305-k-no,https://www.google.com/maps/search/?api=1&query=%E0%A4%B9%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%A1%E0%A4%BE%E0%A4%81%E0%A4%A1%E0%A4%BE%20%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B5%E0%A5%87%E0%A4%B6%20%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%B0&query_place_id=ChIJvXShbwAb6zkRvf80KM1CLiY
Airport View Point,Park,Park,"P928+2C7, Kathmandu 44600, Nepal",Kathmandu,27.7000253,85.366056,0.0,0,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRht_EHVep2f_p1zySkq_Ts-VoYV7Y9yAvTvFHUkYw1RjSC0D6m45nWp06Y__1_uXlgRSjxDRoq7isBVfHfPbZ3vVwFE15oXeO6w5ktYRzGCf-oBUxrM7CE0dqZr5_76FCbOUN9d0hPqdM=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Airport%20View%20Point&query_place_id=ChIJO6VCVAAb6zkRlV_MVToIj4c
Baje ko nilo pull,Park,Park,"MCH7+FHM, Bhaktapur 44800, Nepal",Bhaktapur,27.678707,85.4139235,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gj6bcY9Xg_iixiFaFOBAiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.558003&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Baje%20ko%20nilo%20pull&query_place_id=ChIJhb43fgAb6zkR4GisGYpdtUg
Suryabinayak Forest,Park,Park,"JCXF+G8X, Anantalingeshwar, Nepal",Anantalingeshwar,27.6488583,85.4233708,0.0,0,0,0,0,0,0,0.0,,https://www.google.com/maps/search/?api=1&query=Suryabinayak%20Forest&query_place_id=ChIJAQAAwBEQ6zkRp5J-uhc6h_8
Libali Ground,Park,Park,"MCFR+2WQ, Bhaktapur 44800, Nepal",Bhaktapur,27.672589,85.4423737,5.0,3,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyg9R4wk45J2Df6_w-vdpVvWPkmZJNSbZdeQxHN1Y5TsysLttmxgoTJy5cEKbmzZVy-yr5DW5gCJIybkLU15NBSR-sEyKT4_n4xjRchYnm6xqQjPVdVfZYN8JRXDsHJFo9lvwWc=w408-h725-k-no,https://www.google.com/maps/search/?api=1&query=Libali%20Ground&query_place_id=ChIJT_kfIwAF6zkRmIHQo1bwpc0
जेष्ठनागरिक पार्क,Park,Park,"PC73+88, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7134647,85.4035343,4.5,2,0,0,0,1,1,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=leQzCFBKt9d_uY78jJVTMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.96414&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=%E0%A4%9C%E0%A5%87%E0%A4%B7%E0%A5%8D%E0%A4%A0%E0%A4%A8%E0%A4%BE%E0%A4%97%E0%A4%B0%E0%A4%BF%E0%A4%95%20%E0%A4%AA%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%95&query_place_id=ChIJt9E7eAAb6zkRCVTqvihpQBE
Forcepark,Park,Park,"P92H+HH3, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7015702,85.3788932,4.0,9,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TWTSuuIZ-cxzdSsnIsTuGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.119457&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Forcepark&query_place_id=ChIJK-3ILgAb6zkRF9xoj64hWGw
Chiplegauda Chock,Park,Park,"P92J+J8M, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7015916,85.3807886,5.0,1,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pS79C_Nh6NHzLvq_rGSc7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.27304&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Chiplegauda%20Chock&query_place_id=ChIJ5x3tGgAb6zkRJ4dV7NsrlX8
Kamal pokhari,Park,Park,"MCGQ+RHM, Kamal Pokhari Path, Bhaktapur 44800, Nepal",Bhaktapur,27.6768477,85.4384818,4.4,22,0,0,0,0,0,168.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLvVjgZZvXfS97a4A22VK6CIXCuwgWsAv1YYFfUOe321Ch7B0KBbI1a3RCua1v5CJxB1G13EWGiCpanK-ZfaUiobwLubXVSEhqL0xOeQ73Gs5_pi7C7082qh_LaKXm8yry9DJeJw=w919-h240-k-no,https://www.google.com/maps/search/?api=1&query=Kamal%20pokhari&query_place_id=ChIJsU0Ub3MF6zkRbODUdlSvR6o
Purushotam Yadav,Park,Park,"MC94+JVF, Sallaghari, Suryabinayak 44800, Nepal",Suryabinayak,27.6690657,85.4071678,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4fcKTmOr21_BZS1w9OSqmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.57991&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Purushotam%20Yadav&query_place_id=ChIJGcbNWQAb6zkRrnbu9zMgrQY
Inacho ईनाचो,Park,Park,"MCCP+H2X, Bhaktapur 44800, Nepal",Bhaktapur,27.6714803,85.4351233,4.2,103,0,0,0,0,0,69.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxoYegduNT2dT7frt1CyRfDBWngVxr6VMqArU_U_8ERgMXWXCOM9NJeEzaXOeLNZbk9K3z35ABJRcFeijk8GEqTdvAN6Eu0RHRcdsZFK2LC7ucnNiG9iFZvVKVUgkkjyhH7h5N2OA=w438-h240-k-no,https://www.google.com/maps/search/?api=1&query=Inacho%20%E0%A4%88%E0%A4%A8%E0%A4%BE%E0%A4%9A%E0%A5%8B&query_place_id=ChIJsVsqvK0a6zkRTdj6abtxfsw
"Tinkune, Sallahghari",Park,Park,"MCC5+PFQ, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6718365,85.4087369,0.0,0,0,0,0,0,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bf85HIEApmq7NTJHjx56Xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.985867&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Tinkune%2C%20Sallahghari&query_place_id=ChIJq6rajJoa6zkR1stnspwd-5o
Shahid udyan,Park,Park,"MCCH+CW4 Smriti Nagar, Bhaktapur 44800, Nepal",Bhaktapur,27.6710221,85.4298197,0.0,0,0,0,0,0,0,56.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nLq8QKi__V8OqYrwsXe4Uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.03722&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Shahid%20udyan&query_place_id=ChIJcSDDMyIb6zkRA7psFhz8uXw
गणेश चौतारी Ganesh Choutari,Park,Park,"MCF4+F48, Unnamed Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6736737,85.4054584,4.4,5,0,0,0,0,0,168.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxdiW9ZPDV3PBErC3yWRm83gEbzP77iC5W9e2EDlaaJmdMwq43LvuP_tAtolbvqVgAmFRxU-g9lr9yZcxMios1ymRvqeYYdl83HVYI4f0XPLQGJNmxRc3a73L4_AEj7Sd8t9wL8=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=%E0%A4%97%E0%A4%A3%E0%A5%87%E0%A4%B6%20%E0%A4%9A%E0%A5%8C%E0%A4%A4%E0%A4%BE%E0%A4%B0%E0%A5%80%20Ganesh%20Choutari&query_place_id=ChIJXSMOozYb6zkR7ZwYDiK51Ng
"District Administration Office, Bhaktapur",District office,District office,"Durbar Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6732718,85.4280304,4.3,16,0,3,0,3,10,35.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGwmxsS8GL6esZOG2O2Q0IIVLsPIkwnr5_ZJJdQqNyGom3JTJjewSntuUCl8bU6CmtmLfg0ld0IlqxbQ7IYRD8oYFg6BnopWVqEfzJNnv64vaVK5MQ7rOqxL6_NxYZH86TdtlI5g=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=District%20Administration%20Office%2C%20Bhaktapur&query_place_id=ChIJ26Wv6hQb6zkRo4YA94IcNZA
Khyo Pond ख्याे: पुखुचा,Water park,Water park,"MCGJ+JHM ख: पुखुचा, Bhaktapur 44800, Nepal",Bhaktapur,27.6765903,85.4314363,4.0,22,3,0,1,7,11,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTDn_72VVW8O97jiNX_CFz7AiFXVtulJxlTXoVz-8TF9tE6XxA66taTb3aBAJh82PpDHwB5ytoNKbZVO7dFlTDEYau2a20zcQSpR_Ztlcio01mvlGJbYJfua4dOfv0YfgdnIe4=w408-h572-k-no,https://www.google.com/maps/search/?api=1&query=Khyo%20Pond%20%E0%A4%96%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A5%87%3A%20%E0%A4%AA%E0%A5%81%E0%A4%96%E0%A5%81%E0%A4%9A%E0%A4%BE&query_place_id=ChIJIZo7n7Ea6zkRWt6xT1KfaEE
