name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,source_file
Neewaaz Restaurant With Snooker,Restaurant,Restaurant,"M9QH+GPW, Dhunche Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6888596,85.3793205,4.1,65,0,1,12,35,17,101.5,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,
NEPAL TOP MOMO,Momo restaurant,Momo restaurant,"Unnamed Road, Kathmandu 44600, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.695982,85.3745097,3.5,12,0,1,5,5,3.5,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Nescafe coffee center,Coffee shop,Coffee shop,"M9HG+889, Gatthaghar Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6782989,85.375865,3.8,14,0,1,4,7,2,91,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
New Chakra Sweet and Chaat House,Indian restaurant,Indian restaurant,"M9JG+3G9, Gaththaghar Marg, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6801001,85.3763216,3.7,24,0,6,2,10,3.7,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
New City Top Rakesh Special Panipuri House,Restaurant,Restaurant,"MC9G+2G8, Suryabinayak 44800, Nepal",Suryabinayak,27.6675754,85.4263916,5,1,0,0,0,0,1,73.5,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,
New Diamond Restaurant,Fast food restaurant,Fast food restaurant,"MCH5+GCR, Changunarayan 44800, Nepal",Changunarayan,27.6788591,85.4085359,5,1,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
New Durga fal ful tatha holsel fasal,Bakery,Bakery,"MCHR+GM8, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6787577,85.4416475,3.3,19,3,2,5,5,3.3,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
New enjoy mo: mo: & stick food,Fast food restaurant,Fast food restaurant,"MC8G+98X, Bhaktapur 44800, Nepal",Bhaktapur,27.6659909,85.4258588,5,1,0,0,0,0,1,97.22,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,
New Guransh coffee shop,Cafe,Cafe,"MFPJ+F34, Nagarkot Road, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.686144,85.4801914,3.2,16,3,3,3,2,3.2,52.5,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
New momo,Fast food restaurant,Fast food restaurant,"Bhaktapur, Dandagaun 44800, Nepal",Dandagaun,27.6878057,85.4680769,3.5,28,0,7,10,2,3.5,66.83,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,
New Neelbarahi Cold Store Store,Bed & breakfast,Bed & breakfast,"MC8F+H84, भक्तपुर मार्ग, Bhaktapur 44800, Nepal",Bhaktapur,27.6663926,85.4233292,3.2,23,1,8,5,4,3.2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
New Place,Restaurant,Restaurant,"M9MQ+GQQ, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6837398,85.3895447,3.2,21,3,6,4,0,3.2,105,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
New Star Live Bakery & Cafe,Bakery,Bakery,"M9WG+FR4, Kageshwori Manohara 7, Nepal",Kageshwori Manohara,27.6961371,85.377084,4.5,52,0,0,4,24,24,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
New Tandoori Cafe,Restaurant,Restaurant,"M9FF+JVQ, गट्ठाघर मार्ग, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6740909,85.3747357,4.3,26,1,0,5,5,4.3,91,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,
New Tapari Mo:Mo,Fast food restaurant,Fast food restaurant,"Bhaktapur, Nepal",Bhaktapur,27.6648321,85.390258,4.5,2,0,0,0,1,1,87.5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
New Vishnu Mo Mo Center,Dumpling restaurant,Dumpling restaurant,"MCCF+53X, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6704939,85.4227322,5,2,0,0,0,1,1,84,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,
New Watshala Garden Restaurant,Restaurant,Restaurant,"5 Durbar Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6718001,85.4285972,3.6,122,0,7,47,57,11,83.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
New York Bites,Fast food restaurant,Fast food restaurant,"MCFG+587, Durbar Square Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6728993,85.4258144,4.6,24,0,0,2,10,12,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Newa Cafe (नेवारी खाजा घर),Restaurant,Restaurant,"MFRC+6VG, Bhaktapur 44809, Nepal",Bhaktapur,27.6905625,85.4721875,3.7,19,0,6,1,5,3.7,98,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,
Newa Chimney,Restaurant,Restaurant,"M9FM+RQM, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6745959,85.3844078,3,10,0,2,6,2,3,91,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,
Newa Delights,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6726948,85.4246997,5,6,0,0,0,2,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Newa Kitchen & Sekuwa House,Family restaurant,Family restaurant,"MCF5+8QH, Bhaktapur 44800, Nepal",Bhaktapur,27.6732633,85.409524,4.7,109,0,0,5,43,61,63,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,
Newa Lahana Bhaktapur & Hotel,Restaurant,Restaurant,"Bhaktapur 44600, Nepal",Bhaktapur,27.6722545,85.4308109,3,4,0,1,2,1,0,91,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,
Newa Nanee,Restaurant,Restaurant,"MCF6+4RR, Bhaktapur 44800, Nepal",Bhaktapur,27.6735524,85.4124763,4.2,57,0,0,9,30,18,81,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,
Newa Nasa Chhey,Restaurant,Restaurant,"Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.678597,85.3856256,4,23,0,3,7,1,4,70,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,
Newa Pasa Foodland,Restaurant,Restaurant,"M97R+QJV, Suryabinayak, Nepal",Suryabinayak,27.6644933,85.3915539,3.5,15,0,6,1,3,3.5,98,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Newari Chulo and Restaurant,Restaurant,Restaurant,"M99Q+P7J, Anantalingeshwar, Nepal",Anantalingeshwar,27.669335,85.3881533,3.7,18,3,0,5,2,3.7,84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Newari khaja and bara ghar,Restaurant,Restaurant,"MCCH+HXV, Bhaktapur 44800, Nepal",Bhaktapur,27.6714791,85.4299259,3.9,7,0,0,2,4,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Newari khajaghar & Sekuwa corner,Coffee shop,Coffee shop,"MC7C+HQR, Suryabinayak 44800, Nepal",Suryabinayak,27.6639829,85.4218836,4,6,0,0,2,3,1,91,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
Newaz Kitchen,Restaurant,Restaurant,"M9HG+XC7, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6799121,85.376051,3.9,18,0,0,9,2,3.9,63,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Newazone cake shop,Bakery,Bakery,"Bhaktapur 44800, Nepal",Bhaktapur,27.6691805,85.397613,4.3,4,0,0,1,2,1,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nhu Kewa,Restaurant,Restaurant,"M9HR+VW, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6797489,85.3922663,4,15,0,2,1,7,4,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nhu Kewa newari khajaghar,Bakery,Bakery,"M9HR+WV5, Unnamed Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6797682,85.3922263,4,25,0,5,2,7,4,168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nice Coffee Shop & Khaja Ghar,Coffee shop,Coffee shop,"M9GP+5C7, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6754222,85.3860485,3.2,23,2,0,17,0,3.2,70,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
NigooPukhoo Restro,Restaurant,Restaurant,"M9HP+58W, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6779848,85.3858299,3.6,24,0,3,12,1,3.6,94.5,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,
Nikoshera Party Palace,Restaurant,Restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6793166,85.40376,3.8,21,0,7,2,1,3.8,105,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,
Nimto MoMo Naan & Stick Food House,Restaurant,Restaurant,"MC8G+477, F099, Suryabinayak 44800, Nepal",Suryabinayak,27.6652775,85.4256796,4.3,3,0,0,0,2,1,78,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Ningleku House,Assamese restaurant,Assamese restaurant,"dsad 44800, Nepal",dsad,27.6701266,85.4026572,4.4,47,0,0,5,23,19,24,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,
Nita Didi ko Chiya Pasal,Tea store,Tea store,"M9JG+44F, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.680296,85.375339,4.3,25,0,0,3,13,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nitin wananje,Internet cafe,Internet cafe,"Om nagar, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6829508,85.3864632,3.5,24,0,0,14,9,3.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
North Rooftop Restaurant,Family restaurant,Family restaurant,"Ittachhen - 1, Bhaktapur 44800, Nepal",Bhaktapur,27.6721412,85.423476,4.1,54,0,1,10,29,14,77,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,
NUMA KRISHI TATHA FRESH FARM PVT,Family restaurant,Family restaurant,"MCFG+GVW Phul bari toll, Bhaktapur 44800, Nepal",Bhaktapur,27.6738729,85.4272013,5,8,0,0,0,2,6,91,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,
Numbur thakali kitchen,Family restaurant,Family restaurant,"M9FF+P7G, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6742975,85.3730486,3.3,12,0,0,8,4,3.3,105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nyasa Cafe,Cafe,Cafe,"MCGQ+JJ7, Bhaktapur 44800, Nepal",Bhaktapur,27.676534,85.43905,5,2,0,0,0,1,1,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Ohh My Chicken Pizza Hub Radhe Radhe,Family restaurant,Family restaurant,"M9HX+2CC, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6775612,85.3985169,3.2,19,1,6,5,3,3.2,98,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,
Ohmsahi dalmot factory,Bakery,Bakery,"M99J+5R5, Suryabinayak, Nepal",Suryabinayak,27.6678466,85.3821615,3,23,0,10,5,7,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Old Durbar Hotel,Restaurant,Restaurant,"M9MP+M63, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6841311,85.3855534,4.5,8,0,0,0,4,4,112,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,
Old Mill Cafe,Coffee shop,Coffee shop,"Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.675913,85.4392927,4.5,10,0,0,1,5,4,91,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Old Town Food: Best Late-Night Food in Bhaktapur,Family restaurant,Family restaurant,"2 Sallaghari- Duwakot Rd, Changunarayan 44800, Nepal",Changunarayan,27.6776181,85.4075666,4.1,344,0,4,63,186,91,121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
Om Newari Khaja Ghar,Restaurant,Restaurant,"M9JP+2MF, हाती महांकाल मार्ग, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6800629,85.386673,4.2,19,0,0,1,14,4.2,98,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,
One O One Coffee & Barista School,Coffee shop,Coffee shop,"Suryabinayak-6, Bhaktapur, Nepal",Bhaktapur,27.6639728,85.4259243,5,1,0,0,0,0,1,98,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,
Open Hut cafe,Fast food restaurant,Fast food restaurant,"M9CJ+3WC, Anantalingeshwar, Nepal",Anantalingeshwar,27.6704713,85.3824632,3.2,12,1,2,5,2,3.2,98,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
ORANGE FOOD CAFE,Restaurant,Restaurant,"kamerotar,police chauki ooralo, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6809319,85.3929921,4.4,24,0,3,3,0,4.4,101.5,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,
Orenda Square,Tea store,Tea store,"M9JP+29P, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6800967,85.3859665,4,11,0,0,3,6,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Organic Nepal,Coffee shop,Coffee shop,"M9GX+W4Q, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6773269,85.3978695,4.5,8,0,0,0,4,4,91.12,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,
Orung Saa Family Restro And Sekuwa,Restaurant,Restaurant,"Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6956841,85.3736266,4.4,15,0,0,2,5,4.4,91,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,
Our Cafe,Cafe,Cafe,"M9FP+FPG, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6736778,85.3868204,3.6,13,0,1,5,6,1,91,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,
Our Cottage Cafe,Cafe,Cafe,"M9VF+W26, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6947758,85.3725011,3.7,19,0,0,11,3,3.7,42,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,
P.S.P Khaja Ghar,Tea store,Tea store,"Changunarayan 44600, Nepal",Changunarayan,27.7125802,85.4244619,3.2,24,3,4,10,0,3.2,98,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
p&p liquor,Bar,Bar,"MCR7+8FV, Sallaghari- Duwakot Rd, Changunarayan, Nepal",Changunarayan,27.6908623,85.4136585,3.4,16,0,6,1,6,3.4,91,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Palansey Tower Restro & Lodge,Restaurant,Restaurant,"Palase-11, Bhaktpur, Araniko Highway, Suryabinayak, Nepal",Suryabinayak,27.6459916,85.4659724,4.3,10,0,0,2,3,4.3,105,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,
Palisade Resort,Restaurant,Restaurant,"Araniko Highway, Suryabinayak 44805, Nepal",Suryabinayak,27.6479316,85.4655629,3.5,13,0,0,9,2,3.5,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Palpasa Cafe & Fast Food,Cafe,Cafe,"MC96+X4M, Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,27.6699536,85.4102817,3.4,108,0,10,50,42,6,91,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,
Pani Tanki Khaja Ghar,Family restaurant,Family restaurant,"JCV5+MJR, Anantalingeshwar, Nepal",Anantalingeshwar,27.644372,85.4080924,3.8,20,0,0,5,15,3.8,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Paradise Foodland,Restaurant,Restaurant,"MCC6+822, Bhaktapur 44800, Nepal",Bhaktapur,27.6707736,85.4100168,3.3,138,1,16,68,48,5,105,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,
Paragon food Cafe,Fast food restaurant,Fast food restaurant,"M99P+8FF, Anantalingeshwar, Nepal",Anantalingeshwar,27.6682452,85.3861734,4.5,27,0,1,4,3,4.5,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Parichaya Bakery परिचय बेकरी,Wholesale bakery,Wholesale bakery,"Gatthaghar Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6742791,85.3720911,4.3,4,0,0,1,2,1,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
parin Liquor shop,Bar,Bar,"MCFH+V48, Bhaktapur 44800, Nepal",Bhaktapur,27.6746724,85.4278343,3.6,21,0,1,8,10,2,63,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Pasa Cafe,Coffee shop,Coffee shop,"PC49+28W, Changunarayan 44600, Nepal",Changunarayan,27.705119,85.4183249,3.3,21,0,8,0,12,3.3,168,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,
Pasa Cake House,Bakery,Bakery,"MCGJ+W9V, Bhaktapur 44800, Nepal",Bhaktapur,27.6773635,85.4309337,3.9,13,0,0,3,8,3.9,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pawan's Tea Shop,Tea store,Tea store,"MF34+HGP, Suryabinayak, Nepal",Suryabinayak,27.6539565,85.4563212,3.6,11,0,0,5,5,3.6,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Payoza’s Organic Food,Cafe,Cafe,"MCV6+6X, Changunarayan, Nepal",Changunarayan,27.6930591,85.4124215,3.8,14,0,2,4,3,3.8,98,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,
Peace Heart Zone,Pizza restaurant,Pizza restaurant,"MC7F+8FX, Suryabinayak 44800, Nepal",Suryabinayak,27.6633687,85.4237219,4.7,449,0,1,20,176,252,98,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Peaceful Baansghari Resort,Restaurant,Restaurant,"MF62+6G5, Suryabinayak, Nepal",Suryabinayak,27.6605064,85.4513596,4.8,12,0,0,1,4,7,91,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,
Peaceful Korean Restaurant,Korean restaurant,Korean restaurant,"Dattatraya Square - 09, Bhaktapur, Nepal",Bhaktapur,27.6733352,85.4350754,5,2,0,0,0,1,1,70,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,
PEPE PIZZA bhaktapur,Family restaurant,Family restaurant,"M9GX+456, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6754472,85.3971339,3.3,27,4,2,5,15,3.3,77,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,
Phaidhoka Khaja Ghar,Restaurant,Restaurant,"Bhaktapur Nala Rd, फैढोका 44800, Nepal",फैढोका,27.668621,85.4662416,4.3,20,0,0,3,10,7,94.5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,
Phulchowki dudh Dahi Bhandar & cake Shop,Cafe,Cafe,"New Baneshwor Rd Balkot Chowk, 44601, Nepal",Anantalingeshwar,27.6653256,85.3664883,4.1,14,0,0,4,5,4.1,91,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Pikhel Khaja Ghar,Bar,Bar,"PC2R+C2C Pikhel Bus Stop, Changunarayan Rd, Changunarayan, Nepal",Changunarayan,27.7010539,85.4400137,4.5,22,0,0,2,10,10,105,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Pikhel Snooker and Pool House,Cafe,Cafe,"MCWX+WP4, Chhaling Road, Changunarayan, Nepal",Changunarayan,27.6972587,85.4493306,4.8,444,0,0,15,158,271,91,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
Pizza Hut,Pizza restaurant,Pizza restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6748593,85.3973481,3.2,27,6,2,2,15,3.2,80.5,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,
pizza Spot,Pizza restaurant,Pizza restaurant,"4 Thimi-Biruwa Rd, Anantalingeshwar, Nepal",Anantalingeshwar,27.6652297,85.3900456,4.5,13,0,0,0,7,4.5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pizza World Bhaktapur,Restaurant,Restaurant,"44600 Radhe Radhe Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6755211,85.3976867,4.2,19,0,0,4,8,4.2,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,
Pk Height Khaja Ghar,Restaurant,Restaurant,"PC3Q+4HG, Changunarayan Rd, Changunarayan, Nepal",Changunarayan,27.7028133,85.4389522,5,5,0,0,0,1,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Planet Bhaktapur Hotel,Restaurant,Restaurant,"7, cha vdc, Mandev Marg, Bhaktapur 44800, Nepal",Bhaktapur,27.682026,85.4301483,3.4,100,0,9,47,39,5,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pokhrely dairy,Bakery,Bakery,"M9CC+PWH, Gatthaghar Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6718027,85.3723581,4.4,21,1,0,1,7,4.4,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pond Station Hotel,Restaurant,Restaurant,"Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.6752537,85.4481499,4.3,3,0,0,0,2,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Poudel dunote pasal,Bakery,Bakery,"M9QH+GPW, Dhunche Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.688868,85.379376,3.3,6,0,1,3,2,0,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Poudel Khaja Ghar,Fast food restaurant,Fast food restaurant,"Radhe Radhe, Bhaktapur 44800, Nepal",Bhaktapur,27.6791432,85.3990558,4.3,14,0,0,4,2,4.3,112,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Prabin Cold Store,Coffee shop,Coffee shop,"MCGF+647, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6755398,85.4227956,4,1,0,0,0,1,0,77,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Pradeep,Momo restaurant,Momo restaurant,"Anantalingeshwar, Nepal",Anantalingeshwar,27.6644725,85.392083,4.4,27,0,0,5,7,4.4,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Pragati Agro Farm Cottage,Restaurant,Restaurant,"MCV7+RMG, Changunarayan 44600, Nepal",Changunarayan,27.69375,85.4140833,4.2,15,1,0,1,6,4.2,63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Prajapati Snooker & Pool House,Sports bar,Sports bar,"M9JP+XQ8, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6824224,85.3869475,4.9,17,0,0,1,5,11,91,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,
pramod ko pasal,Asian restaurant,Asian restaurant,"M9JP+8MW, Tahanani Road, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6808886,85.3867524,3.8,28,0,7,7,0,3.8,91,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Pramod tea and coffee shop,Coffee shop,Coffee shop,"M9QX+QGP, Road, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.689597,85.39874,4.3,15,0,2,1,3,4.3,91,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Pranisha Khaja Ghar,Fast food restaurant,Fast food restaurant,"M99G+RJH, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6694942,85.3765347,3.1,28,0,11,5,11,3.1,77,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Pranjal Fast Food & Cafe,Fast food restaurant,Fast food restaurant,"M9GX+45R, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6753726,85.3978882,3.1,12,3,3,1,0,3.1,91,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Pratik's Cafe,Cafe,Cafe,"MFQ3+332, Nagarkot Road, Changunarayan, Nepal",Changunarayan,27.687648,85.4526503,5,4,0,0,0,1,3,84,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,
Pratikshya kirana pasal,Coffee store,Coffee store,"Bhaktapur 44800, Nepal",Bhaktapur,27.666451,85.4466941,3.5,8,0,1,3,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pride food cafe,Restaurant,Restaurant,"M9FP+56W, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.672983,85.3855632,3.3,7,0,1,4,2,0,91,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,
Pride food cafe,Restaurant,Restaurant,"MC8G+666 ढोलेश्वोर महादेव बस बिसौनी, Suryabinayak 44800, Nepal",Suryabinayak,27.6655255,85.4255009,2.8,16,1,5,8,2,0,84,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,
Pulanchhen,Cafe,Cafe,"MCFG+GRH, Bholachhen - Yachhen Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.673801,85.4270962,5,1,0,0,0,0,1,98,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,
Punahari Coffee Shop,Cafe,Cafe,"MCGP+734, Bhaktapur 44800, Nepal",Bhaktapur,27.6756396,85.4351914,5,2,0,0,0,1,1,84,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Purano dahu fast food,Nepalese restaurant,Nepalese restaurant,"M9F8+F2J, F091, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6737221,85.3650027,3.8,23,1,2,8,2,3.8,168,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
Purbali fish House,Bar,Bar,"M9G8+4HF, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6755042,85.3662001,3.2,18,0,9,2,2,3.2,63,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Purbeli bhanchha ghar.& थकाली खाना।,Restaurant,Restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6736555,85.3737886,3.4,18,2,3,4,4,3.4,84.5,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,
Purbeli chiya pasal,Fast food restaurant,Fast food restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6714331,85.4229092,5,1,0,0,0,0,1,97.5,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,
