name,lat,lng,category,final_weight,rank,filled_rank
Ratopati ganesh temple रातोपाटि,27.6815605,85.46096,Hindu temple,0.4468456319374581,6,6.0
पंचकन्या मन्दिर,27.689964,85.470551,Hindu temple,0.39261473516504825,11,11.0
Nidareswor Mahadev Temple,27.6971867,85.4661602,Hindu temple,0.37985556450021307,19,19.0
बाघमारा पाटी भक्तपुर ( bhaghmara pati bkt),27.6772111,85.4671841,Hindu temple,0.35000000001583337,20,20.0
Jyotish kendra,27.6718397,85.3745051,Hindu temple,0.34615384616617356,26,26.0
Kushal Bhairab Temple,27.6746585,85.3659599,Hindu temple,0.4270315862244965,27,27.0
Yadav group,27.6754708,85.3659346,Hindu temple,0.34523809524957483,28,28.0
Ganesh Mandir,27.6743967,85.3723805,Hindu temple,0.3907572183792623,29,29.0
Ganesh temple(sagbari),27.6726445,85.3682327,Hindu temple,0.34444444445518524,30,30.0
Balbinayak mandir,27.669748,85.3650942,Hindu temple,0.34408602151578216,31,31.0
Bramahini Temple 1 Sundal,27.6837188,85.4726453,Hindu temple,0.7246234096689395,1,1.0
बालकुमारी मन्दिर,27.6830516,85.4812815,Hindu temple,0.5672856950159052,2,2.0
Radha Krishna Mandir Jitpur,27.6864664,85.4803595,Hindu temple,0.5652820803421906,3,3.0
सुडाल गणेशस्थान,27.6774516,85.4826272,Hindu temple,0.4962640664870417,5,5.0
Ganesh Temple - Ganeshthan,27.6870053,85.4730199,Hindu temple,0.4268820131544652,7,7.0
Devi Mandir,27.6783729,85.4824768,Hindu temple,0.43295674303873116,8,8.0
Dipjal,27.6837074,85.4711853,Hindu temple,0.3666666666966667,10,10.0
Kaashi Bishwonath Temple,27.6784653,85.4715913,Hindu temple,0.36111111113657407,12,12.0
Om Shanti Mandir,27.6863025,85.4749099,Hindu temple,0.4552384254317359,13,13.0
Jalpadevi mandir जालपादेवी मन्दिर (बागेश्वरी),27.6925878,85.4769812,Hindu temple,0.38083022337047795,18,18.0
Shiva temple,27.7057755,85.4090241,Hindu temple,0.4000000000533333,5,5.0
Nageshowor mandir,27.7057125,85.4096719,Hindu temple,0.3993487419044286,9,9.0
Risheshowr Mahadev Temple ऋषेश्वर महादेव मन्दिर,27.715154,85.4067156,Hindu temple,0.46293073313037497,10,10.0
Duwakot Besi Shiva Mandir,27.7053943,85.4051743,Hindu temple,0.45573822703288225,18,18.0
Inaa:lachhi Ganesh Temple,27.6779849,85.3858084,Hindu temple,0.4563525739033874,8,8.0
Siuchakwo Dyo (इन्द्रायणी) 𑐳𑑂𑐫𑐹𑐔𑐵𑐎𑑂𑐰 𑐡𑑂𑐫𑑅,27.6780012,85.3846851,Hindu temple,0.428327113405565,9,9.0
Shree Koshi Inaya Temple 𑐱𑑂𑐬𑐷 𑐎𑑂𑐰𑐳𑐶 𑐂𑐣𑐵𑐫𑑂‌ 𑐡𑑂𑐫𑑅,27.6800879,85.3863835,Hindu temple,0.4125962988579346,10,10.0
Haatti Mahaakaal Temple,27.6800756,85.3864858,Hindu temple,0.41509960016723885,14,14.0
Narayan Bhajan Mandal,27.6778473,85.3857925,Hindu temple,0.4290746703486022,16,16.0
Mahadev temple,27.680036,85.3868519,Hindu temple,0.4342937503559718,17,17.0
Sungaa:dyo (Vaishnavi Temple),27.6761541,85.3839786,Hindu temple,0.45573822703288225,18,18.0
𑐐𑐵𑑅 𑐩𑐴𑐵𑐡𑑂𑐫𑑅 Gaa Mahadya,27.6757221,85.3854617,Hindu temple,0.4088339360013495,19,19.0
Digu-Bhaila: dyo दिगु भैरव मन्दिर,27.6792194,85.3857747,Hindu temple,0.4495653875211081,27,27.0
ठिमी भिमसेन मन्दिर,27.6831623,85.3872764,Hindu temple,0.5057905254979796,29,29.0
थिमि लायकु (𑐠𑐶𑐩𑐷 𑐮𑐵𑐫𑐎𑐹)(Thimi Layaku),27.6772604,85.3861368,Hindu temple,0.4297922573698038,35,35.0
Basundhara Temple 𑐰𑐳𑐸𑐣𑑂𑐢𑐬𑐵,27.6804555,85.3832106,Hindu temple,0.40054933560386746,36,36.0
Bishnu Kundal,27.6772548,85.383803,Hindu temple,0.4948290157059126,40,40.0
Nasanani Pukhu नासननि कुण्ड,27.6808519,85.383593,Hindu temple,0.3866703729092514,45,45.0
Narayan temple,27.6799664,85.3860804,Hindu temple,0.3694039034229713,47,47.0
Gopaleshwor Mahadev Temple,27.6807672,85.3815204,Hindu temple,0.3860656865897005,49,49.0
Chode Ganesh Temple 𑐔𑑀𑐜𑐾 𑐐𑐞𑐾𑐡𑑂𑐫𑑅,27.6789898,85.3878381,Hindu temple,0.431859264329069,50,50.0
Pama Hiti पमा हिटि Dhunge Dhara,27.6770994,85.3812859,Hindu temple,0.3688476525532958,51,51.0
Siddhikali Dyo Chhen सिद्धिकाली द्यो छें (𑐳𑐶𑐡𑑂𑐢𑐶𑐎𑐵𑐮𑐷 𑐡𑑂𑐫𑑅 𑐕𑐾𑑄),27.681203,85.3858927,Hindu temple,0.41465159341228097,52,52.0
Shiwa Tole,27.6775668,85.3867452,Hindu temple,0.4069083364481765,53,53.0
𑐱𑑂𑐬𑐷 𑐰𑐶𑐡𑑂𑐫𑐵 𑐐𑐞𑐾𑐡𑑂𑐫𑑅 Shree Bidyaa Ganesh,27.6817894,85.3865415,Hindu temple,0.39746291584783755,54,54.0
Jaganadyo (जगन्नाथ मन्दिर),27.6792316,85.3857173,Hindu temple,0.33939393939988977,55,55.0
Aakash Vairab,27.6777253,85.384755,Hindu temple,0.3392857142915604,56,56.0
Mahavidya Niraj Guru,27.6805411,85.3856155,Hindu temple,0.3851109187167208,57,57.0
निलबर्ण गणेश,27.679124,85.387711,Hindu temple,0.36805883127689937,58,58.0
Buddha Mandir,27.6802196,85.3869065,Hindu temple,0.4138910545154159,59,59.0
Digu Mandir,27.6820947,85.3866479,Hindu temple,0.3968456318966247,60,60.0
Bishwobinayak Temple,27.6810038,85.3860384,Hindu temple,0.3387978142130252,61,61.0
Krishna Mandir Duipokhari,27.6786016,85.3856015,Hindu temple,0.38463930958591236,62,62.0
Ganchanani Ganesh Temple,27.6787012,85.3854659,Hindu temple,0.3845539707908135,63,63.0
Bishwokarma Temple / बिक्माद्यो,27.6806053,85.3855216,Hindu temple,0.3385416666717936,64,64.0
हाम्व देवता (𑐴𑐵𑐩𑑂𑐰𑑅 𑐡𑑂𑐫𑑅),27.680014,85.3867219,Hindu temple,0.36743990996772413,65,65.0
Siddhikali Dhunge Dhara,27.6800143,85.3845828,Hindu temple,0.41329184205121666,66,66.0
𑐱𑑂𑐬𑐷 𑐬𑐵𑐢𑐵 𑐎𑐺𑐲𑑂𑐞 𑐡𑑂𑐫𑐐𑑅 Radha Krishna Mandir,27.6806506,85.3881935,Hindu temple,0.36728682921748,67,67.0
Datta Ganesh,27.6770146,85.3855644,Hindu temple,0.3840938833737582,69,69.0
Digu Temple,27.6792501,85.3858563,Hindu temple,0.41944781196686104,70,70.0
Buddha Bihar Marga,27.6830774,85.3810741,Hindu temple,0.33802816901871324,71,71.0
Pratham Ganesh Temple,27.6765037,85.3867449,Hindu temple,0.33796296296752826,72,72.0
Ram temple,27.67662,85.38569,Hindu temple,0.383829175544767,73,73.0
Shiva temple,27.6786588,85.385624,Hindu temple,0.4127458415046858,74,74.0
Shivanagar Mandir,27.6765252,85.3822681,Hindu temple,0.33777777778216295,75,75.0
Pacho Ganesh,27.6822807,85.38786,Hindu temple,0.33771929824994223,76,76.0
दुवाफल्चा पाटी,27.682091,85.387198,Hindu temple,0.3376623376666104,77,77.0
Thimi ko suryabinayak mandir,27.6800054,85.3882338,Hindu temple,0.3376068376110563,78,78.0
Siddhikali Pukhu,27.6801869,85.3847012,Hindu temple,0.3375527426201998,79,79.0
Phasi Dega: (Taha Dya:),27.677569,85.3857236,Hindu temple,0.3834296321653825,80,80.0
Sangameshwor Pashupati Mahadev,27.670788,85.39428,Hindu temple,0.4039783715375947,8,8.0
Bhairab Nath,27.677267,85.3857424,Hindu temple,0.4047342546074182,81,81.0
Krishna Mandir,27.6768694,85.3865475,Hindu temple,0.3373983739877553,82,82.0
krishna mandir,27.6830584,85.3873146,Hindu temple,0.33734939759432914,83,83.0
Ganesh chwok,27.6955999,85.4667167,Hindu temple,0.4289783715544697,5,5.0
रत्न देबि मन्दिर Ratna Devi Temple,27.7064306,85.4487798,Hindu temple,0.3956450381978031,10,10.0
Gaukhureshwor Mahadev,27.6978789,85.470128,Hindu temple,0.3636363636639119,11,11.0
Krishna Mandir,27.6968647,85.4652663,Hindu temple,0.3589743589980276,13,13.0
Machhenarayan Temple,27.7050516,85.4546005,Hindu temple,0.5280978747790962,17,17.0
Pujarimath,27.7050405,85.4581623,Hindu temple,0.3484848484993113,22,22.0
Bandevi Mandir,27.7010125,85.4116719,Hindu temple,0.39261473516504825,11,11.0
दुखहरणेश्वर महादेव मन्दिर,27.6904625,85.4126719,Hindu temple,0.40009629884746584,16,16.0
Nageswor mahadev mandir,27.6960751,85.4512672,Hindu temple,0.5024011875207913,3,3.0
SansariDevi Temple,27.6998422,85.4508393,Hindu temple,0.4166666667291667,4,4.0
Thapa atreya gotra kuldevi ( Bindiwasini ) mandir,27.6974894,85.4517234,Hindu temple,0.38095238099319734,7,7.0
Mahakali temple,27.7009076,85.444897,Hindu temple,0.3703703704032922,9,9.0
Dakshinkali temple,27.7081468,85.4407596,Hindu temple,0.39261473516504825,11,11.0
बरदानेश्वर महादेब Temple,27.7040349,85.4529896,Hindu temple,0.35714285716496597,14,14.0
Beg Binayak Temple,27.7057282,85.4513723,Hindu temple,0.4369351145192426,20,20.0
चौषठ्ठी महादेव मन्दिर,27.6526776,85.4680813,Hindu temple,0.45476356816261737,19,19.0
Seti Devi Mandir,27.6542206,85.4561497,Hindu temple,0.3472222222355324,24,24.0
Bhadrakali Mandir ️,27.6571685,85.4628032,Hindu temple,0.40462340968173943,25,25.0
Bhakti Mandir,27.6750587,85.3994001,Hindu temple,0.45737517757028234,12,12.0
Saraswati Temple,27.6713158,85.4174462,Hindu temple,0.36111111113657407,12,12.0
Ganeshthan,27.6701975,85.4201056,Hindu temple,0.3746573838587038,27,27.0
Chetrapaal Devi Temple,27.6528643,85.4665036,Hindu temple,0.36111111113657407,12,12.0
seti devi temple,27.652184,85.468159,Hindu temple,0.41509960016723885,14,14.0
Kalikasthan,27.6545861,85.4705385,Hindu temple,0.35294117648904266,17,17.0
mukti samudayak bhawan,27.653108,85.4686347,Hindu temple,0.34567901235756743,27,27.0
गथाँमग जलाउने स्थान,27.6705782,85.445133,Hindu temple,0.35294117648904266,17,17.0
khutruke Shwor Mahadev,27.6412431,85.414341,Hindu temple,0.3900894826377104,12,12.0
Shree Gokuleshwor Mahadev Mandir,27.6403479,85.4149126,Hindu temple,0.34567901235756743,27,27.0
कालीदेवी माता मन्दिर,27.6346388,85.4393469,Hindu temple,0.3555555555762963,15,15.0
Fulchoki mai(gundu),27.632232,85.4162295,Hindu temple,0.3831450381873343,16,16.0
Bhairab Temple,27.6356351,85.4141833,Hindu temple,0.35000000001583337,20,20.0
Harhar Mahadev Mandir,27.6964774,85.3797,Hindu temple,0.7068925715245865,2,2.0
Rayamajhi Kul Mandir (रायमाझी कुल मन्दिर),27.7014024,85.3752242,Hindu temple,0.5313795590219278,3,3.0
Nawadurga Temple,27.7008982,85.3730872,Hindu temple,0.5618431182191469,5,5.0
Bhabisya darpan(dharmendrakrishna paudel),27.6947828,85.3769905,Hindu temple,0.4178672604363216,6,6.0
Siddhibinayak Mandir,27.6978171,85.3789847,Hindu temple,0.4099307524943337,7,7.0
Sano Ganesh Mandir,27.6998875,85.3752969,Hindu temple,0.48207238059249446,13,13.0
shiv mandir,27.6965234,85.3746368,Hindu temple,0.4014851877375642,15,15.0
(घिमिरे) थापा कुल मन्दिर,27.7013585,85.372786,Hindu temple,0.40795674301810614,20,20.0
Bhimeshwor Mahadev,27.6689399,85.4661841,Hindu temple,0.48395236166173855,4,4.0
कालो नरसिंह मन्दिर,27.6716513,85.4738203,Hindu temple,0.39592963217710125,20,20.0
Maiju home,27.7005714,85.3789558,Hindu temple,0.3518518518693416,18,18.0
Gankhu Sitala Devi Temple गाँखु सितलता देबी मन्दिर,27.6866419,85.3958752,Hindu temple,0.38095238099319734,7,7.0
"Panch Kanya Devi Temple, Gankhu Dharmapur",27.6868836,85.3986114,Hindu temple,0.4049039911592955,13,13.0
HEAVEN 😘🫶,27.7013339,85.3787125,Hindu temple,0.34666666667946666,25,25.0
"विष्ट गाउँ बस स्टप, कागेश्वरी मनोहरा -७",27.6991817,85.3831397,Hindu temple,0.34567901235756743,27,27.0
Gankhu Shiva Mandir गाँखु शिब मन्दिर,27.6880972,85.3988555,Hindu temple,0.3472222222355324,24,24.0
Lakhe Mandir लाखे मन्दिर,27.6914656,85.4609134,Hindu temple,0.37500000003645834,8,8.0
Siddhi binayak mandir,27.6956298,85.4667723,Hindu temple,0.3703703704032922,9,9.0
Siddhi binayak mandir,27.6908826,85.4603835,Hindu temple,0.36111111113657407,12,12.0
Manikarnika Dham,27.6905554,85.4681765,Hindu temple,0.41351229857856914,15,15.0
Brhamayani mandir maskey tole,27.6902009,85.4572043,Hindu temple,0.3819195479901791,17,17.0
Shree Sheta Ganesh Temple,27.6940736,85.4585095,Hindu temple,0.34615384616617356,26,26.0
Sipadol,27.6565274,85.43242,Hindu temple,0.37500000003645834,8,8.0
Shiva Parbati Mandir,27.6560887,85.4227675,Hindu temple,0.47639319139996844,15,15.0
radha Krishna temple,27.6557812,85.4318852,Hindu temple,0.435519240553127,16,16.0
Parti jagaa,27.6636924,85.4275106,Hindu temple,0.3518518518693416,18,18.0
Shree Radha Krishna Mandir,27.6569431,85.4233516,Hindu temple,0.3789783715169697,20,20.0
Nasika mandir,27.6862966,85.4749252,Hindu temple,0.3636363636639119,11,11.0
mahadev Mandir,27.6859326,85.4743082,Hindu temple,0.35714285716496597,14,14.0
Shiva Temple,27.6908768,85.4682765,Hindu temple,0.40278432922026725,29,29.0
Hanuman mandir,27.6846123,85.4691141,Hindu temple,0.34444444445518524,30,30.0
Rikheshwor Mahadev Mandir,27.7088145,85.4417082,Hindu temple,0.5446931391461678,3,3.0
Ganesh Mandir,27.7080632,85.4394265,Hindu temple,0.39261473516504825,11,11.0
पाटी,27.7068037,85.4401223,Hindu temple,0.36111111113657407,12,12.0
पुरी कुल देवता मन्दिर,27.705197,85.4516474,Hindu temple,0.3589743589980276,13,13.0
Shree Begh Ganesh Mandir,27.7057281,85.4513726,Hindu temple,0.3472222222355324,24,24.0
Ganesh temple,27.701993,85.4542049,Hindu temple,0.34567901235756743,27,27.0
Kuldevta ko mandir,27.7023803,85.4441926,Hindu temple,0.3993487419044286,9,9.0
Ganesh Mandir,27.7013129,85.443663,Hindu temple,0.34444444445518524,30,30.0
"Bishownath Mahadev Temple, ratopul, balkot",27.6669561,85.3623917,Hindu temple,0.4807481532577209,6,6.0
Mahadev temple,27.6675543,85.4240147,Hindu temple,0.4039783715375947,8,8.0
Narayan temple,27.6676933,85.4241881,Hindu temple,0.4193524481175895,30,30.0
Barahi Homes,27.6670276,85.4241368,Hindu temple,0.34313725491147634,34,34.0
krishna mandir,27.6865852,85.4581859,Hindu temple,0.3472222222355324,24,24.0
"Hanuman Mandir- Near Birendra Chowk, Kadaghari",27.6982296,85.3701613,Hindu temple,0.5211783268253755,8,8.0
Khadka kul deuta mandir,27.6996114,85.3688618,Hindu temple,0.4215931066661847,11,11.0
namuna marga kageshwori,27.6984446,85.3663199,Hindu temple,0.3518518518693416,18,18.0
Khada mandir,27.6972097,85.3684895,Hindu temple,0.35000000001583337,20,20.0
Kali Mandir,27.6948101,85.3708881,Hindu temple,0.4380131104887093,26,26.0
KALI MANDIR ROAD,27.6952647,85.3706337,Hindu temple,0.34444444445518524,30,30.0
Durga Temple Balkot mama,27.6691011,85.3624419,Hindu temple,0.4568275516525833,17,17.0
Durga Mandir ( hanumante khola ),27.6690684,85.3622958,Hindu temple,0.34234234235110783,37,37.0
Pathibhara Mandir,27.700312,85.3658385,Hindu temple,0.4580530418497386,16,16.0
Ganesh mandir,27.7004262,85.3703666,Hindu temple,0.34313725491147634,34,34.0
Gyanu Raj Niwas,27.6809682,85.4153823,Hindu temple,0.40704074329784196,12,12.0
Barud khana chwok,27.6817387,85.4112572,Hindu temple,0.3589743589980276,13,13.0
Swaka Ajima Mandir,27.6507868,85.4272744,Hindu temple,0.3666666666966667,10,10.0
Char Narayan Temple,27.6926218,85.4148766,Hindu temple,0.3888888889351852,6,6.0
Ganesh Temple,27.6922302,85.4154413,Hindu temple,0.3819195479901791,17,17.0
Shree Tripura Sundari Bhadrashree Devi Mateshwor Mahadev Mandir,27.6927172,85.4152893,Hindu temple,0.34523809524957483,28,28.0
Shree Dukhhareshwor mahadev,27.6933095,85.415275,Hindu temple,0.3448275862179944,29,29.0
Nageshwor Shiva Temple,27.7080522,85.4028431,Hindu temple,0.40240118745745806,30,30.0
Daaneshorii mahadap,27.6738903,85.4440191,Hindu temple,0.3555555555762963,15,15.0
chundevi mandir,27.6526664,85.4316609,Hindu temple,0.37500000003645834,8,8.0
Gwansa Ganesh Mandir,27.6759083,85.4476808,Hindu temple,0.34666666667946666,25,25.0
Ganesh temple,27.6729781,85.4783754,Hindu temple,0.34567901235756743,27,27.0
Shree Siddi Ganesh Temple,27.6677803,85.3879677,Hindu temple,0.3888888889351852,6,6.0
Brahmanagar Mandir,27.669701,85.383053,Hindu temple,0.4678874954966066,7,7.0
Hanumante corridor radha krishna temple,27.6714379,85.3840551,Hindu temple,0.35416666668619795,16,16.0
Hanumante corridor sita ram temple,27.6713476,85.38432,Hindu temple,0.35000000001583337,20,20.0
गाँखु थापाडाेल आईतबारे पुजा स्थल,27.6847241,85.3983621,Hindu temple,0.34567901235756743,27,27.0
Gankhu Ganesh temple,27.6852454,85.3966895,Hindu temple,0.34444444445518524,30,30.0
NARAN MANDIR,27.6758263,85.3853146,Hindu temple,0.4289783715544697,5,5.0
Ganesh temple,27.6735639,85.3854156,Hindu temple,0.4499080036988626,8,8.0
Devi Than,27.6755395,85.3822253,Hindu temple,0.4573054849067015,9,9.0
Balkumari house satala,27.675996,85.38552,Hindu temple,0.3956450381978031,10,10.0
𑐧𑐥𑑂𑐥𑐵 𑐩𑐴𑐵𑐡𑑂𑐫𑑅 Bappa Mahadev Mandir,27.674784,85.387441,Hindu temple,0.4360191147989783,12,12.0
Thaswama Ganesh Temple,27.6760013,85.3854974,Hindu temple,0.40307248932623385,14,14.0
Narayan Mandir,27.6713907,85.3858194,Hindu temple,0.4202268714216146,17,17.0
Sree krishna temple,27.6757516,85.3854208,Hindu temple,0.401706743012364,32,32.0
Bankali Mandir,27.6736594,85.3858656,Hindu temple,0.3724127149452747,33,33.0
"Shree Pithu Ganesh, TachhuTole -श्री पिथु गणेश, तछूटोल",27.6752211,85.384785,Hindu temple,0.3721156264126127,34,34.0
𑐨𑐵𑑃𑐳𑐶𑐎𑑂𑐰 𑐡𑑂𑐫𑑅 Bhansikwo Dyo (Brahmayani),27.6761445,85.3865131,Hindu temple,0.3428571428663945,35,35.0
𑐡𑐵𑐩𑑀𑐡𑐬 𑐣𑐵𑐬𑐵𑐫𑐞 Damodar Narayan,27.6753079,85.3853935,Hindu temple,0.371570964102731,36,36.0
Wamune Ganesh temple,27.6759149,85.3861812,Hindu temple,0.38803489532770374,38,38.0
Bandevi Temple,27.6741302,85.3859841,Hindu temple,0.387393046803346,41,41.0
Shiva Temple,27.6713625,85.3858754,Hindu temple,0.387014903486669,43,43.0
Bhaju Bhairab,27.6976155,85.4557116,Hindu temple,0.3589743589980276,13,13.0
"Narayan Sthan,Nagadesh",27.6850052,85.3871157,Hindu temple,0.39001565367705004,31,31.0
"Chetrapal chowk, Bahakha Bazar",27.6843046,85.3875675,Hindu temple,0.3437500000100911,32,32.0
Kisan Dega: (Krishna Temple),27.6762676,85.38586,Hindu temple,0.3416666666747917,40,40.0
Saraswati temple,27.6764466,85.3856885,Hindu temple,0.399042014327674,43,43.0
Pipal rukh with temple architecture,27.6714803,85.4213613,Hindu temple,0.34782608697038436,23,23.0
Inaga Ganedyo Temple,27.6715192,85.4216613,Hindu temple,0.34523809524957483,28,28.0
SHREE BIR BHADRESWAR MAHADEV,27.6781678,85.3808068,Hindu temple,0.3472222222355324,24,24.0
Damodar Narayan Mandir,27.6781329,85.3806774,Hindu temple,0.34666666667946666,25,25.0
ग: महादेव,27.6734201,85.4404134,Hindu temple,0.44564503823030305,4,4.0
यातु गणेश (कमल विनायक) Kamal Binayak temple,27.6771043,85.4389153,Hindu temple,0.5161710949633822,6,6.0
ऋषेश्वर महादेब,27.6716168,85.4354264,Hindu temple,0.428327113405565,9,9.0
Narayan and shiva temple,27.6762343,85.4384151,Hindu temple,0.36111111113657407,12,12.0
शरणेश्वर महादेव मन्दिर - Sharaneshwor Mahadev Temple,27.6734972,85.4404947,Hindu temple,0.3428571428663945,35,35.0
Balkumari Mandir lalitapur,27.6743949,85.4374495,Hindu temple,0.4364001208621409,49,49.0
Garuda (गरुड),27.6734577,85.4352283,Hindu temple,0.39795674300880607,50,50.0
Nani ननि,27.6723639,85.4320874,Hindu temple,0.38567322191114456,52,52.0
Narayan dyo Mandir,27.6747177,85.4318459,Hindu temple,0.3684845443467011,54,54.0
Garud Kunda गरुड कुण्ड,27.6743948,85.4377176,Hindu temple,0.3851109187167208,57,57.0
दुगु द्य:,27.677318,85.4388224,Hindu temple,0.3389830508530116,59,59.0
Dhwakasi Ganesh Mandir,27.673524,85.437806,Hindu temple,0.40599537235721633,62,62.0
Bhairabnath भैरवनाथ,27.6723953,85.4324002,Hindu temple,0.36752003817293,64,64.0
Chiva Dyo,27.6755228,85.4352083,Hindu temple,0.36675614928329936,75,75.0
Garud Idol,27.6733697,85.4370895,Hindu temple,0.33771929824994223,76,76.0
Shree Bhairav,27.6720505,85.4342707,Hindu temple,0.3834823747814677,79,79.0
लिवाली गनेश,27.6690524,85.4397906,Hindu temple,0.44564503823030305,4,4.0
Kumari Mandir,27.670495,85.430549,Hindu temple,0.4638850582915612,11,11.0
चुंपिंग घाट,27.667761,85.4300817,Hindu temple,0.3900894826377104,12,12.0
श्री कृष्ण मन्दिर,27.6694397,85.434402,Hindu temple,0.4049039911592955,13,13.0
Uttargaya उत्तरगया,27.6690333,85.4345378,Hindu temple,0.4181628879316486,19,19.0
Kasan Ganesh Temple,27.6792988,85.4293589,Hindu temple,0.3931518543968003,24,24.0
"Krishna Pranami Temple, Suryabinayak-6",27.6626029,85.4160012,Hindu temple,0.5602312079011168,4,4.0
"Om Shankata Temple, Bhaktapur",27.6670223,85.4086841,Hindu temple,0.504227066165244,8,8.0
CHUNDEVI Temple Bhaktapur,27.6653969,85.4162872,Hindu temple,0.5256235027297732,9,9.0
Ganesh temple,27.6674745,85.4166474,Hindu temple,0.4215931066661847,11,11.0
Rukmeshwar Shiva Temple,27.6717086,85.4191917,Hindu temple,0.3819195479901791,17,17.0
Krishna Temple,27.6647747,85.418201,Hindu temple,0.35000000001583337,20,20.0
Ina Ganesh Temple,27.6705932,85.4342513,Hindu temple,0.4339523616292386,10,10.0
सितला माजु/नारायण/हनुमान,27.6694559,85.4345348,Hindu temple,0.38795273049916396,13,13.0
Janaki temple,27.6697174,85.4343736,Hindu temple,0.5039826740110065,16,16.0
Sita Ram Temple Compound,27.6697268,85.4344043,Hindu temple,0.39887080865031055,17,17.0
bagale ganesh,27.6697008,85.438114,Hindu temple,0.37985556450021307,19,19.0
Bhupateshwor Mahadev भुपतेश्वर महादेव,27.6694606,85.4341554,Hindu temple,0.39441448066057916,22,22.0
Balmikeshwor Mahadev वाल्मीकेश्वर महादेव,27.66947,85.434548,Hindu temple,0.39375571913165225,23,23.0
Chandeshwari Temple,27.6711851,85.4314333,Hindu temple,0.5085097848452802,25,25.0
Pardesi Bhimsensthan Temple(Shree Gaye Bhindyoo),27.6683797,85.4316127,Hindu temple,0.5152970019109798,29,29.0
"Sitaram Temple, Bhisinkhel",27.6684723,85.4314533,Hindu temple,0.3727283715112275,32,32.0
Balmiki Hrishi Aashram वाल्मीकि ऋषि आश्रम,27.6696925,85.4344002,Hindu temple,0.4183423471065426,33,33.0
Galashi Ganesh,27.6705654,85.4319412,Hindu temple,0.3890668870727442,34,34.0
Jagati Ganesh Temple,27.6678605,85.4354692,Hindu temple,0.40962803728367975,37,37.0
दुबेँकिगु फल्चा: महेस्वरी घाट,27.6709961,85.4366056,Hindu temple,0.34210526316643586,38,38.0
Lakshmi Narayan Temple,27.6696985,85.434363,Hindu temple,0.3878099740499376,39,39.0
Baraha Dev Temple,27.6684412,85.4313814,Hindu temple,0.3996234096770645,40,40.0
Hanumanghat,27.6701145,85.4347273,Hindu temple,0.399420157644351,41,41.0
Ranjitkar ta Guthighar,27.670203,85.4326575,Hindu temple,0.3412698412775888,42,42.0
Ganesh Ranjit,27.6694843,85.4341712,Hindu temple,0.4222616647834236,44,44.0
Laxmi Temple,27.6685125,85.4314653,Hindu temple,0.3866703729092514,45,45.0
Pancha Kumari पञ्चकुमारी,27.671121,85.4341983,Hindu temple,0.34042553192183495,47,47.0
Siddhi Laxmi Devi,27.6694269,85.434476,Hindu temple,0.3402777777845776,48,48.0
नवदुर्गा देवता,27.6694896,85.4345579,Hindu temple,0.4270711689318418,49,49.0
Garud Temple,27.6696943,85.4343666,Hindu temple,0.3400000000065333,50,50.0
Ram Mandir,27.6694792,85.4345527,Hindu temple,0.33986928105215947,51,51.0
Radha Krishna Mandir,27.6694879,85.4345678,Hindu temple,0.3397435897498767,52,52.0
Thusa Ganesh Temple,27.6688639,85.4370465,Hindu temple,0.368601013016741,53,53.0
Dakshinkali mandir,27.6699542,85.4388846,Hindu temple,0.33950617284556467,54,54.0
Maheshwari Ghat महेश्वरी घाट,27.6710644,85.4361888,Hindu temple,0.4066796343324617,55,55.0
लक्ष्मी मन्दिर,27.6710674,85.436188,Hindu temple,0.3387978142130252,61,61.0
The Jai Shri Rameshwar,27.6694293,85.4342983,Hindu temple,0.3387096774246445,62,62.0
Sani sankata temple,27.6716994,85.4078166,Hindu temple,0.4422856949690302,8,8.0
Chonga Ganesh Temple,27.6742589,85.4109479,Hindu temple,0.6128127636259176,9,9.0
Shiva Temple,27.6738886,85.4043731,Hindu temple,0.45360178120007594,10,10.0
Ganesh temple,27.6692669,85.4075995,Hindu temple,0.4638850582915612,11,11.0
Hriddhi Binayak,27.6676168,85.4151636,Hindu temple,0.3555555555762963,15,15.0
Radha Krishna Temple,27.6648514,85.4181367,Hindu temple,0.34567901235756743,27,27.0
Ganesh Temple,27.6737256,85.4052963,Hindu temple,0.43092205859648375,11,11.0
Bramhapur ब्रम्हपुर (बलंपु),27.6703944,85.4266092,Hindu temple,0.38453392707743267,15,15.0
Vatsala Mandir,27.6703894,85.4274434,Hindu temple,0.3789783715169697,20,20.0
Kumveshwor Temple,27.677397,85.4069953,Hindu temple,0.3472222222355324,24,24.0
Ram Janaki Temple/रामजानकी मन्दिर,27.6680856,85.4274775,Hindu temple,0.3861212286661024,14,14.0
मङ्लेश्वर महादेव,27.670323,85.4274871,Hindu temple,0.3518518518693416,18,18.0
बटुक भैरव,27.672191,85.4287874,Hindu temple,0.36752003817293,64,64.0
Chuma Ganesh Temple,27.6745275,85.4304524,Hindu temple,0.41194504070310384,90,90.0
Mangal Tirtha मंगल तिर्थ,27.668336,85.4250359,Hindu temple,0.38453392707743267,15,15.0
Barahi Ajima Dyo Chhen,27.670833,85.426007,Hindu temple,0.4517229442702213,9,9.0
Swamala Ganesh Temple,27.6711876,85.4284239,Hindu temple,0.37306439301691857,31,31.0
Mulakhu Ganesh Temple,27.6704728,85.4267575,Hindu temple,0.41072003837671023,33,33.0
