name,lat,lng,category,banks_count_1km,banks_weight_1km,education_count_1km,education_weight_1km,health_count_1km,health_weight_1km,temples_count_1km,temples_weight_1km,other_count_1km,other_weight_1km,cafe_weight,poi_composite_score
Purna Dai ko chya pasal,27.6772499,85.4391732,Cafe,37,17.26042500090311,106,34.453671883801405,93,39.89242903251496,218,91.46585053082143,94,37.20043967421505,0.7652262996873955,2.670559448955878
Twayana Nasa: Chhe,27.6620794,85.4220969,Coffee shop,43,21.422991667055975,135,43.596811944653666,116,48.51851485693619,172,72.21324927028985,89,33.72119639340118,0.5801028097535045,2.66523602162837
Chiya Daboo,27.673315,85.4394403,Coffee shop,43,20.356344760512105,126,39.43843330507028,106,45.005316978442146,233,97.29789597615071,101,40.53150368150827,0.55053924601816,2.6652333134252184
Chiya Juxon,27.6604619,85.4274029,Cafe,46,22.2725009826124,121,39.023173649575405,115,48.12581856604975,192,80.53448952525561,83,31.624326314307975,0.5801028097535045,2.6578429232338903
Nawa Durga Khaja Ghar and Fast Food,27.6752549,85.438541,Restaurant,39,18.316262754979046,120,37.829890851038755,107,45.353132585306675,229,95.68261867161469,104,41.150349261624825,0.5801028097535045,2.657545145117738
Newa Nasa Chhey,27.678597,85.3856256,Restaurant,48,23.976494320260898,4,1.623120001225628,10,3.6690546275004188,157,65.2096071659075,55,23.691985756606346,0.8009205921710623,2.6365006078214868
The sign cafe,27.6756952,85.4377457,Coffee shop,40,18.85843761666152,125,39.32642576160888,110,46.61969874538563,229,95.59372978267247,106,41.76938036495928,0.5,2.6362396352830793
"Biryani Adda , Radhe Radhe , Bhaktapur",27.6753198,85.3979596,Indian restaurant,37,18.740549632449202,42,14.786790026653403,50,21.10711484192148,127,52.25982405703947,56,23.841887670300093,0.8833382858624639,2.63302709501175
The Burger House And Crunchy Fried Chicken (Radhe radhe),27.675911,85.3980002,Restaurant,38,19.312032734199633,41,14.886491987156372,50,21.10711484192148,131,53.95713300955049,54,22.766750974709396,0.8628671918882873,2.629329769437751
"The Wings Factory, Radhe Radhe",27.6776843,85.3985322,Chicken wings restaurant,38,19.312032734199633,42,15.503630978111751,50,21.03819604368424,127,52.35748168957877,49,20.89131223937524,0.9198971902464955,2.6286784744952163
Old Mill Cafe,27.675913,85.4392927,Coffee shop,38,17.790809893239697,112,35.321051100759234,94,40.251403391512994,225,94.31682101245205,99,39.28161610738157,0.660205619507009,2.622249472982117
Darjeeling Fast Food,27.6604966,85.4279471,Cafe,46,22.2725009826124,121,39.023173649575405,114,47.47414391676777,193,80.90297505695995,80,30.38034757429299,0.55053924601816,2.6158669235032437
Cafe Boh,27.6783498,85.3984108,Restaurant,38,19.312032734199633,40,15.029614778231574,51,21.43218754188867,129,53.09415206250385,49,20.89131223937524,0.8958683554590599,2.6136453484160183
Bastakoti Khaja Ghar,27.677067,85.4370221,Restaurant,40,18.85843761666152,119,37.98789310182719,108,45.592398253122724,227,94.86968968274948,107,42.16687415086077,0.5,2.6074307959941576
NigooPukhoo Restro,27.6779848,85.3858299,Restaurant,48,23.976494320260898,4,1.623120001225628,11,4.139226880387998,158,65.73948915973051,56,23.929510898992,0.7479905509956541,2.6054414102009456
The Atlantic Seafood Restaurant & Bar,27.6759092,85.3980128,Asian restaurant,38,19.312032734199633,41,14.886491987156372,50,21.10711484192148,131,53.95713300955049,54,22.766750974709396,0.8357754824842993,2.6023381531265457
