name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,imageUrl,url
C.Net Computer Education,Computer training school,Computer training school,"F099, Suryabinayak 44800, Nepal",Suryabinayak,27.6659903,85.4258603,3.1,7,3,0,0,1,3,84.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyaf-w1L1jKXX06u_hLLiOEYw2WGlSsn7kXcjRoZzF8GaWs9nhqePQxXg2sR2BpRj7VGran_gBH80avLy5wXV-a98Oq-nx6ejbHFfBWwt8PReenMFusPE9LN8JDKRnymOeuX53D=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=C.Net%20Computer%20Education&query_place_id=ChIJizbPTaYa6zkRd9oo4nNjxMw
Graphika Academy,Computer training school,Computer training school,"Bhaktapur 4, Nepal",Bhaktapur,27.6674447,85.4267293,5.0,11,0,0,0,0,11,84.5,https://lh3.googleusercontent.com/p/AF1QipOHxRAZZjtS4APm-S87af2-a0UhhF6Zco6YKsoy=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Graphika%20Academy&query_place_id=ChIJ1fGWuo8b6zkRvqTQFlUUNkw
Animax Animation Academy Bhaktapur,Computer training school,Computer training school,"Bhaktapur Party Venue, Gapali chowk beside, Bhaktapur 44800, Nepal",Bhaktapur,27.6668076,85.4254265,3.3,10,3,1,0,2,4,70.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSya9Cvwzl2_20ptv3KuXfzmdahOQcrzBdhYhdkR2ELgeuyZGvZm6A8U8mAbrjlhT_r-Iz4HHClEG2fPSIFO4LB18Krvvio28ZdJxFnAQrRgpbbp8eKYPwsUwLb1Qtdag7324nO4=w408-h543-k-no,https://www.google.com/maps/search/?api=1&query=Animax%20Animation%20Academy%20Bhaktapur&query_place_id=ChIJz7REbaYa6zkRk__oZSVHG5w
SHOVASA COMPUTER TECHNOLOGY,Computer training school,Computer training school,"MCFQ+879, Bhaktapur 44800, Nepal",Bhaktapur,27.6732817,85.4382234,4.7,3,0,0,0,1,2,72.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybKtuzQhrmZt8j8tDOF2_Fl7wGzGj143XDlekBKrXtA6tZ_iQ6Cv-3RNrfyNC5BWznI6RH4oKDKIBdCucpCDQYd0U0KUXl6SaJzLRFO4SdbSemnDR-7x6uLH2_UbIGmmUXWLu3=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=SHOVASA%20COMPUTER%20TECHNOLOGY&query_place_id=ChIJ38dkulIF6zkRBtOcPYLhjTA
Indreni Computer Institute,Computer training school,Computer training school,"MCC5+H89, Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,27.671402,85.40835,1.0,1,1,0,0,0,0,70.0,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEhtmhJr2_L_bD6vh39xpzzOsjZn068Exix2Mb8eM9z8g_k4xwKMWZVveZ4FZr1vDWUO1-ySdPUQcALlshLDMib8DHZZAi6rWqRb1osVBVWq8FZJDFz3ziUbkJzz8vO47D87STtiHDtjFXJ2m89Dy5X0hEdfICaM-osWK_2SmxHhozbXQpu2dSFmBKqatVYuKfMMA=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Indreni%20Computer%20Institute&query_place_id=ChIJBTSC7poa6zkR2aFAHJTN2KM
Bhaktapur International Polyclinic,Education center,Education center,"Ramdevi Complex, Bhaktapur 44800, Nepal",Bhaktapur,27.667315,85.4260301,0.0,0,0,0,0,0,0,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxfm_Vresm2eLwKuUCsnjIaMr7Ogo0lSnZ04Pxb2y7KmuDivypH7QFx9-u8cO2xdXTptRgjgJnFUqvQYl5yGvdwf-FKZxogHuaiYsUypGmY52ZA443Zo2VHT1uMdTLiJI09CMJg=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Bhaktapur%20International%20Polyclinic&query_place_id=ChIJoa-7528b6zkR1JWtXTVt3S8
Fashion store,Business school,Business school,"MC8J+4XJ, Bhaktapur, Kathmandu, Nepal",Kathmandu,27.6653488,85.4323851,0.0,0,0,0,0,0,0,0.0,,https://www.google.com/maps/search/?api=1&query=Fashion%20store&query_place_id=ChIJYz4zcmcb6zkRveMQQ2YC60U
Army multiple campus,Business school,Business school,"MCC7+VMR, Bhaktapur 44800, Nepal",Bhaktapur,27.6722437,85.4141379,5.0,7,0,0,0,0,7,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2uc4tDEUjHjymc-eWHhLNAAX-VbyHAUpmUFVeSc8xSn69zgvm1AeaMjIDsl58wK0F8Fu6pBPnw7NsEFheUALBZprzCIMSHieJeCrvkbnckQui2OXy-AwTAFUI4dm8mh2vfes=w641-h240-k-no,https://www.google.com/maps/search/?api=1&query=Army%20multiple%20campus&query_place_id=ChIJRaDCypka6zkRiG_jzEexHk4
Suryabinayak driving centre,Driving school,Driving school,"MC7G+M8P, Suryabinayak 44800, Nepal",Suryabinayak,27.6642026,85.4258261,0.0,0,0,0,0,0,0,168.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NNWJxKLSh1RAjeWOZ2e8Aw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.89969&pitch=0&thumbfov=100,https://www.google.com/maps/search/?api=1&query=Suryabinayak%20driving%20centre&query_place_id=ChIJg4c2QREb6zkR-n9IPMkOkPM
Antique Driving School,Driving school,Driving school,"MC9J+6C7, Kalhacha, Bhaktapur 44800, Nepal",Bhaktapur,27.6680464,85.4310557,4.1,35,2,0,7,9,17,80.5,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzX0WasJxkiV6F0htzZBIhOwyADE7002PUPXizynoqGjucJFpS2Cu3oFQXXOpfMNUupQFJmSYSTIx0szo0-MzISKC6Uxws0T1ljC_3X5MSLXg0oVc0dkdpXAdGs0aOTV3Bc_ZOk=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Antique%20Driving%20School&query_place_id=ChIJZSCNGvgb6zkRMDT9YxKlR3k
