lat,lng,cafe_weight,_row_index
27.674598,85.3742549,13.5554,408
27.6752182,85.373278,11.9381,409
27.6737008,85.373399,16.8705,410
27.673437,85.3744054,13.3357,411
27.6729299,85.3863708,7.3337,412
27.6762843,85.3755291,5.6051,413
27.6639375,85.3830625,1.1645,414
27.6770187,85.3674624,3.5004,415
27.6769401,85.3674385,3.7653,416
27.6619692,85.4240448,3.5783,417
27.6709226,85.4138819,1.2696,418
27.6604235,85.3757396,1.6535,419
27.6525209,85.4106395,0.8102,420
27.6765201,85.3727004,3.2688,421
27.6317598,85.4293862,2.2424,422
27.6316745,85.4295132,2.4829,423
27.6317596,85.4293694,2.2216,424
27.6965019,85.4118608,0.5918,425
27.6730018,85.3856438,12.4534,426
27.697245,85.3745832,5.3787,427
27.6722932,85.4327994,5.1809,428
27.7052284,85.4514484,0.8993,429
27.6723939,85.4051633,7.1202,430
27.6717358,85.3880642,6.3415,431
27.6733399,85.4354511,5.2059,432
27.6775961,85.4075601,3.837,433
27.6733359,85.4354261,5.1217,434
27.6816241,85.4104302,5.2947,435
27.670994,85.4298429,15.9396,436
27.6628023,85.3904676,1.3936,437
27.6434417,85.4680707,1.7899,438
27.6654456,85.4231215,9.8608,439
27.6483017,85.4489812,1.4836,440
27.6883099,85.4126701,0.9852,441
27.6960732,85.3798117,3.1085,442
27.6396049,85.4143417,1.0975,443
27.647511,85.420846,1.5101,444
27.6711897,85.4284526,16.5404,445
27.6722935,85.4269415,11.6982,446
27.6961875,85.3693125,3.3807,447
27.6630397,85.426098,8.5763,448
27.6759107,85.3977913,21.532,449
27.6784877,85.3915966,1.8483,450
27.6667617,85.4256602,12.9946,451
27.6658296,85.4383976,3.0813,452
27.670213,85.4389827,3.4206,453
27.6655155,85.3662752,8.2264,454
27.668302,85.404303,3.2922,455
27.6838392,85.3877432,8.2954,456
27.6490096,85.4115286,0.6439,457
27.6782964,85.4404574,3.336,458
27.6788593,85.4085225,2.0583,459
27.6762376,85.4323111,4.7534,460
27.6764265,85.3976102,19.2907,461
27.6956332,85.3749529,5.7514,462
27.6617052,85.4261785,5.1209,463
27.6702645,85.3649554,4.2087,464
27.6799345,85.3862147,7.1958,465
27.6728689,85.37385,10.5986,466
27.6954598,85.4609476,1.1344,467
27.6992206,85.3677503,4.422,468
27.677081,85.4359849,4.0671,469
27.7147102,85.4079653,2.0553,470
27.6955771,85.3755134,6.3278,471
27.6444373,85.4654802,2.7875,472
27.6644989,85.4257322,10.5615,473
27.658384,85.425281,1.4271,474
27.6755069,85.4474094,2.1578,475
27.6988762,85.3741336,4.9093,476
27.6708631,85.4292379,18.0927,477
27.6736844,85.3734008,16.5625,478
27.6713509,85.4301202,16.8205,479
27.6807066,85.3954228,1.8926,480
27.675558,85.3747829,10.1544,481
27.6833348,85.4012721,1.6839,482
27.6979895,85.3744569,4.9562,483
27.6642441,85.367297,7.058,484
27.6679906,85.3656359,5.311,485
27.6741639,85.3742498,16.8151,486
27.6722508,85.3879495,6.8892,487
27.6755045,85.434147,3.8295,488
27.6846042,85.4109941,4.7366,489
27.6617372,85.381326,2.1453,490
27.6444929,85.4656002,2.5327,491
27.6716687,85.4293462,18.5094,492
27.6712287,85.4204982,6.784,493
27.6513561,85.439276,0.8667,494
27.6622144,85.4225893,3.7011,495
27.7006163,85.4684994,1.1606,496
27.6959323,85.3769575,3.82,497
27.6721859,85.43032,16.0306,498
27.6664092,85.4205994,3.102,499
27.677582,85.438631,5.0688,500
27.6713256,85.4279672,13.8131,501
27.6592943,85.4275082,2.7403,502
27.6737045,85.3731004,16.4625,503
27.6782144,85.3856289,6.1872,504
27.6730043,85.3853889,12.7685,505
27.6735675,85.3751825,10.9319,506
27.6765083,85.3942093,2.9567,507
27.6729221,85.4254375,11.0176,508
27.6727421,85.4262308,12.1023,509
27.6993091,85.3679447,4.5105,510
27.6709633,85.4391693,3.9948,511
27.6670465,85.4104814,1.3616,512
27.6824864,85.410321,4.875,513
27.6733384,85.4097721,5.7725,514
27.6726179,85.4292028,13.8683,515
27.6643982,85.4256247,10.1122,516
27.6735505,85.3741698,14.828,517
27.6712421,85.4298469,19.8644,518
27.6759527,85.400436,4.2762,519
27.6669539,85.4363544,4.4657,520
27.6695517,85.410913,4.2721,521
27.6742183,85.364538,5.0458,522
27.6734827,85.409241,5.8128,523
27.6778068,85.4078506,3.9434,524
27.6569466,85.455566,0.8285,525
27.6748932,85.3696216,5.0376,526
27.6999357,85.3681421,4.4237,527
27.6824664,85.396641,1.6688,528
27.6726029,85.4312104,9.8932,529
27.6698837,85.4293982,13.6622,530
27.6827983,85.385943,10.0513,531
27.6748348,85.3664118,11.7412,532
27.674399,85.3803331,2.8255,533
27.6754617,85.3747703,10.2457,534
27.6751027,85.3758482,6.5631,535
27.6515135,85.4547728,1.0059,536
27.6743329,85.3719916,11.927,537
27.6652904,85.4224034,6.1237,538
27.6886518,85.3948275,1.6722,539
27.6642212,85.4337559,1.0572,540
27.7141382,85.4098529,1.3744,541
27.67581,85.3974108,18.2141,542
27.648037,85.4677866,1.7627,543
27.6691004,85.3881307,4.1305,544
27.6987513,85.373739,4.6938,545
27.673364,85.4014606,1.2453,546
27.6748653,85.3973167,10.2274,547
27.6923029,85.4142516,1.867,548
27.6751075,85.3971681,8.8725,549
27.682054,85.3885748,7.2016,550
27.6969045,85.3673445,2.6148,551
27.7023841,85.3855005,2.6542,552
27.6765449,85.437712,4.5573,553
27.6978477,85.3713869,1.8967,554
27.6944548,85.3731033,2.4369,555
27.6968308,85.3706123,2.7996,556
27.6832028,85.4013576,1.5317,557
27.6891391,85.393162,2.3275,558
27.6566636,85.4238085,1.3676,559
27.6729236,85.3876911,6.571,560
27.6746485,85.3744384,13.8473,561
27.67408,85.3749999,11.32,562
27.677957,85.3834875,4.1976,563
27.7000987,85.3835632,1.6104,564
27.6746014,85.3670638,10.6441,565
27.667801,85.3865525,5.1344,566
27.665948,85.392561,2.0398,567
27.6754708,85.3659346,8.0291,568
27.6734349,85.4381693,4.0988,569
27.6623684,85.3677135,1.6212,570
27.6722306,85.4324328,6.1249,571
27.6672969,85.426885,5.8039,572
27.680823,85.420006,0.8476,573
27.689825,85.385997,2.1168,574
27.666213,85.3660894,6.3329,575
27.6766991,85.4350799,3.4595,576
27.6799089,85.3762861,5.6956,577
27.6690605,85.3981223,1.4568,578
27.6781112,85.4074216,3.9554,579
27.6734637,85.3647851,7.5856,580
27.6746075,85.3662368,12.5378,581
27.6664796,85.3658737,6.1613,582
27.6786452,85.3984384,11.2205,583
27.6690835,85.4248994,4.0482,584
27.6732069,85.4381559,4.4388,585
27.6681756,85.3776471,1.5637,586
27.6701931,85.415751,1.2907,587
27.6846325,85.397554,1.4325,588
27.6730144,85.4048528,7.1197,589
27.6771993,85.4228395,2.2315,590
27.6658123,85.4100564,1.2915,591
27.6780324,85.3757911,5.0336,592
27.6850836,85.3900443,2.2649,593
27.6731166,85.4380831,4.3267,594
27.6754861,85.3974593,15.9313,595
27.6718514,85.4225442,7.6768,596
27.6719772,85.4372379,4.364,597
27.6697272,85.3768691,3.1955,598
27.6598766,85.425972,2.7228,599
27.6678954,85.3803369,1.4772,600
27.6745825,85.3677414,7.3641,601
27.6716587,85.4301434,21.6724,602
27.6742127,85.3727102,13.3334,603
27.6754737,85.3853666,2.6424,604
27.6654822,85.4235039,10.8583,605
27.6709997,85.4298171,16.0648,606
27.6747063,85.3653158,10.754,607
27.6574174,85.38646,1.0851,608
27.6706541,85.4389575,3.9325,609
27.666073,85.4226171,7.3887,610
27.674766,85.4273979,5.8884,611
27.6809137,85.3861548,8.0889,612
27.6632167,85.4110133,1.0834,613
27.665906,85.4383846,3.2576,614
27.6630064,85.4232512,3.667,615
27.6828118,85.3859487,10.0245,616
27.6606929,85.3767749,1.3317,617
27.6830584,85.3873146,13.4911,618
27.6773263,85.3978183,18.9206,619
27.6662604,85.4234316,10.3194,620
27.6797431,85.4429394,1.4943,621
27.6711233,85.4234664,7.8888,622
27.6771219,85.3981313,23.0334,623
27.6747818,85.4312311,3.4892,624
27.6723507,85.4052033,7.1723,625
27.6660787,85.3830871,1.519,626
27.6748528,85.4456897,2.416,627
27.668624,85.4118629,2.732,628
27.6697361,85.3659915,3.9207,629
27.6676166,85.4264276,9.151,630
27.6580245,85.3993901,0.7032,631
27.6768342,85.3985524,16.6761,632
27.6781678,85.3808068,0.784,633
27.6767395,85.4371462,6.1493,634
27.6650492,85.4256411,11.5621,635
27.6754177,85.4296247,3.547,636
27.6781954,85.3831285,3.439,637
27.67378,85.4421313,1.9704,638
27.6649091,85.4227092,8.3414,639
27.6982626,85.3729363,2.6984,640
27.6625108,85.4241925,4.5765,641
27.6848584,85.3864284,4.6899,642
27.6676516,85.3875564,3.0438,643
27.7100617,85.4020678,2.3106,644
27.6955474,85.373484,6.6197,645
27.6746878,85.3655737,12.1905,646
27.6895044,85.3917232,2.6173,647
27.6990975,85.3744338,4.0021,648
27.6728868,85.4039087,5.2991,649
27.6756474,85.3670879,5.8149,650
27.7152652,85.4061913,2.1696,651
27.6740751,85.374894,11.3639,652
27.6712409,85.4295755,21.0234,653
27.6733785,85.4348665,7.7727,654
27.6755289,85.3980283,20.2884,655
27.6733741,85.4370836,2.9465,656
27.6736437,85.3738705,17.3037,657
27.6654551,85.4231862,10.3854,658
27.6650513,85.4275729,4.7455,659
27.6838397,85.3868701,7.3681,660
27.6746946,85.3655019,11.2779,661
27.6639636,85.3672374,6.2892,662
27.67344,85.4041116,5.6507,663
27.6709016,85.3842039,5.7721,664
27.6721982,85.4058445,3.9411,665
27.6762531,85.4378648,6.7278,666
27.6760139,85.3978358,23.0864,667
27.6845823,85.3880426,6.4108,668
27.6652779,85.3678655,6.5924,669
27.6708336,85.4091961,5.6364,670
27.7103599,85.4031193,2.0499,671
27.6727945,85.431531,7.9422,672
27.6885087,85.3956087,1.4282,673
27.679259,85.3858656,6.7827,674
27.6829459,85.3866015,12.1084,675
27.68278,85.385764,10.0919,676
27.6831646,85.3895154,8.6898,677
27.6828082,85.3859495,10.0157,678
27.6828589,85.3882494,10.5775,679
27.683477,85.389454,7.3733,680
27.6809973,85.3860676,7.8488,681
27.6437091,85.4698301,1.5303,682
27.6763359,85.4324363,4.3607,683
27.6813928,85.4448893,2.1981,684
27.6695565,85.4086816,3.7675,685
27.6654789,85.3666449,7.6172,686
27.6812322,85.3932899,2.3913,687
27.6388035,85.4239018,1.1091,688
27.6769375,85.3986406,15.1943,689
27.666449,85.3887848,3.0618,690
27.6399236,85.4416878,0.8201,691
27.6670549,85.4268318,6.8275,692
27.6775481,85.3985095,18.7509,693
27.6837529,85.3856951,8.0659,694
27.6718891,85.4224559,8.2339,695
27.6827942,85.3885012,8.6127,696
27.6661458,85.4362277,2.08,697
27.6772347,85.3886696,1.1595,698
27.6697682,85.426547,6.5415,699
27.6843422,85.4682312,0.6151,700
27.6747238,85.433787,5.1528,701
27.6818554,85.4532209,1.0911,702
27.6890283,85.3896276,2.8745,703
27.6715049,85.4298364,19.083,704
27.6711545,85.4300711,17.3133,705
27.6725625,85.3989375,1.6718,706
27.6650427,85.3676507,7.1352,707
27.6753191,85.3979996,19.5596,708
27.6965844,85.3678843,3.9196,709
27.6608589,85.4466364,1.4448,710
27.6733621,85.434938,7.3772,711
27.6756089,85.3981092,14.5351,712
27.6711367,85.4216744,10.2909,713
27.6965345,85.3795497,3.5056,714
27.6832798,85.4822496,0.8251,715
27.6738602,85.4094831,8.0851,716
27.6672789,85.3657097,5.6676,717
27.666006,85.4099179,1.501,718
27.6712938,85.4209804,10.8839,719
27.6777681,85.4226628,2.1196,720
27.6376873,85.4371853,1.5545,721
27.6729566,85.4052439,6.9007,722
27.665455,85.4239267,9.9402,723
27.6790358,85.3987492,8.1754,724
27.6756057,85.4317077,3.2837,725
27.6390645,85.3945016,0.8293,726
27.666067,85.4234754,10.1249,727
27.6759681,85.3981204,20.0041,728
27.6728125,85.4289375,11.3164,729
27.6782316,85.3985692,11.781,730
27.6789691,85.4024622,2.4827,731
27.6794842,85.4003572,4.4544,732
27.6720649,85.4063076,4.0793,733
27.6826579,85.3860919,8.9668,734
27.6868218,85.4556838,0.9037,735
27.695982,85.3745097,6.2598,736
27.6738729,85.4272013,6.4992,737
27.6714316,85.4231449,8.4968,738
27.6755324,85.3977585,22.5781,739
27.6627832,85.425985,8.237,740
27.6760335,85.4375354,4.9974,741
27.7028242,85.4399102,1.5608,742
27.6758929,85.4304317,3.1317,743
